Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
530010805060001;1;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;1;1;1;1;0;2;2;1;2;1;0;0;0;2;2;0;2;2;0;0;2;2;1;0;2;1;4;1;4;2;2;2;0;3;0;2;3;0;1;2;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
530010805060002;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060004;1;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;1;2;1;2;0;2;0;1;0;0;1;1;3;1;2;4;1;6;1;1;2;1;2;2;2;0;0;2;1;3;1;0;1;2;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060005;1;30;24;13;2;3;1;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;2;1;1;0;0;2;3;2;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060006;1;328;328;179;5;123;5;2;2;2;3;3;0;0;0;3;1;0;0;0;0;0;8;0;0;0;1;1;1;1;0;1;1;1;1;4;2;9;3;2;4;1;4;4;4;2;3;2;6;4;5;7;3;7;3;9;7;15;3;7;5;7;1;2;1;4;6;2;0;8;7;5;10;1;3;3;4;5;4;6;10;12;9;12;15;10;11;9;7;6;6;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060007;1;377;377;203;1;158;6;5;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;2;2;2;3;3;4;5;3;10;9;12;15;9;13;12;14;13;10;6;6;7;2;0;1;0;1;0;0;0;0;0;0;0;1;1;0;2;3;1;13;14;20;18;32;24;18;23;14;7;4;2;3;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060008;1;379;379;203;8;142;18;5;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;4;3;6;3;2;6;10;8;5;5;3;9;12;8;12;12;11;6;4;5;4;7;4;4;2;3;2;7;2;4;5;2;2;5;13;2;7;7;7;3;6;8;7;7;6;9;16;19;12;15;10;10;4;6;3;6;1;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060009;1;318;318;182;17;75;28;3;1;0;0;3;0;2;0;5;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;6;1;4;2;4;3;5;2;5;4;6;6;7;2;5;4;4;6;2;4;4;5;4;2;2;7;7;4;4;7;2;11;7;7;9;4;9;8;6;6;7;5;3;5;5;5;11;2;5;4;7;8;5;5;4;2;1;3;3;2;3;3;1;3;1;2;1;2;2;2;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
530010805060010;1;218;218;99;25;54;23;0;1;2;1;5;0;4;0;3;0;0;0;0;1;0;2;0;0;0;1;0;0;1;0;0;0;0;0;1;4;1;1;1;0;2;3;3;1;1;0;3;0;4;1;1;3;3;4;1;3;5;5;3;2;1;7;5;4;4;5;2;4;3;1;3;2;0;2;3;4;6;2;2;2;3;4;1;4;3;2;3;5;1;6;4;4;5;4;3;5;7;6;5;0;4;0;4;2;2;0;1;1;1;1;0;1;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060011;1;223;223;102;7;53;38;0;2;2;0;7;0;5;0;1;3;3;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;1;0;0;2;4;1;0;2;2;2;3;0;0;2;2;1;3;1;1;3;0;5;5;4;4;6;7;7;6;7;6;4;5;2;1;2;1;2;1;3;1;8;1;2;2;2;3;1;0;1;2;3;3;1;3;5;1;5;3;2;5;4;3;2;9;1;3;3;2;7;4;1;2;3;0;2;5;2;1;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
