Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
530010805080229;1;0;975642;975642;0;0;0;0;4;21;13;30;22;11;1;
530010805080230;1;0;966089;966089;0;0;0;5;14;24;22;31;34;18;6;
530010805080231;1;0;1499209;1499209;0;0;0;2;11;37;35;44;61;25;4;
530010805080232;1;0;1232459;1232459;0;0;0;1;12;19;41;56;42;21;3;
530010805080233;1;0;1097075;1097075;0;0;0;2;9;22;16;40;51;23;1;
530010805080234;1;0;572409;572409;0;0;2;6;18;28;16;18;18;4;1;
530010805080235;1;0;660680;660680;0;0;2;6;21;24;17;30;17;4;3;
530010805080236;1;0;624870;624870;0;0;1;1;6;18;16;28;17;4;0;
530010805080237;1;0;474796;474796;0;1;1;4;17;31;15;20;8;4;0;
530010805080238;1;0;1236302;1236302;0;0;1;3;14;28;47;92;56;3;0;
530010805080239;1;0;1090296;1090296;0;0;2;9;27;53;37;34;34;5;7;
530010805080240;1;0;1314566;1314566;0;0;0;4;16;37;37;45;36;13;1;
530010805080241;1;2;1393645;1391611;2034;1;0;4;24;55;50;56;43;9;2;
530010805080242;2;0;93418;93418;0;1;2;9;16;10;1;2;3;0;2;
530010805080243;1;0;1285900;1285900;0;0;0;3;14;36;35;55;56;26;0;
530010805080244;1;0;865157;865157;0;0;0;2;7;29;30;44;26;17;3;
530010805080245;1;0;1090793;1090793;0;0;1;1;13;32;21;28;26;16;1;
530010805080246;1;2;803846;795346;8500;0;0;1;12;24;26;38;40;11;8;
530010805080247;1;0;789873;789873;0;0;0;0;4;22;20;33;45;9;8;
530010805080248;1;0;1255033;1255033;0;0;0;4;16;41;18;46;41;10;1;
530010805080249;1;0;816960;816960;0;0;0;2;10;28;26;36;34;7;2;
530010805080250;1;0;530521;530521;0;0;1;2;15;19;20;22;16;3;3;
530010805080251;1;0;956056;956056;0;0;2;4;34;33;21;31;22;12;6;
530010805080252;1;0;1143101;1143101;0;0;1;2;12;37;32;45;58;21;0;
530010805080253;1;0;815040;815040;0;0;0;1;9;24;19;38;33;11;1;
530010805080254;1;1;485239;484739;500;0;2;3;14;23;15;20;21;4;9;
530010805080255;1;0;339610;339610;0;0;1;4;12;17;15;12;16;3;0;
530010805080256;1;0;1169475;1169475;0;0;0;2;14;32;33;45;53;12;3;
530010805080257;1;0;1473293;1473293;0;0;2;5;20;39;39;48;65;16;5;
530010805080258;1;0;952448;952448;0;0;0;4;16;41;21;32;22;14;1;
530010805080259;1;0;704044;704044;0;1;3;13;37;44;32;25;20;4;2;
530010805080260;1;0;1116101;1116101;0;0;1;8;28;47;32;45;38;17;1;
530010805080261;1;0;1314928;1314928;0;0;0;1;14;42;45;55;42;18;3;
530010805080262;1;1;1232798;1231098;1700;0;0;4;15;27;21;56;50;18;1;
530010805080263;1;2;778309;776709;1600;0;0;1;18;34;35;36;28;10;3;
530010805080264;1;0;1424516;1424516;0;0;0;8;22;34;33;42;48;14;1;
530010805080265;1;0;738145;738145;0;1;1;5;15;23;31;38;21;6;4;
530010805080266;1;0;1082406;1082406;0;0;0;4;11;33;37;41;48;11;2;
530010805080267;1;0;686399;686399;0;0;2;8;36;50;30;20;25;4;5;
530010805080268;1;0;645951;645951;0;0;1;9;30;69;27;34;12;4;7;
530010805080269;1;0;1093506;1093506;0;1;1;8;21;43;33;41;37;14;6;
530010805080270;1;0;278819;278819;0;0;0;5;6;17;10;13;11;3;0;
530010805080271;1;2;1432966;1427456;5510;0;2;6;24;43;38;59;61;21;3;
530010805080272;1;0;949533;949533;0;0;1;2;8;25;31;43;46;12;1;
530010805080273;1;0;1084216;1084216;0;0;1;0;15;38;29;52;46;14;0;
530010805080274;1;0;805007;805007;0;0;1;1;13;26;27;36;37;18;3;
530010805080275;1;0;848128;848128;0;0;0;1;13;28;31;59;57;11;14;
530010805080276;1;0;620035;620035;0;0;0;0;9;20;31;39;22;11;1;
530010805080277;1;0;1442009;1442009;0;0;2;7;14;41;34;46;43;15;4;
530010805080278;1;0;1338730;1338730;0;0;0;3;14;20;29;49;48;11;4;
530010805080279;1;0;1320655;1320655;0;0;0;3;10;25;26;53;40;20;0;
530010805080280;1;1;1341909;1338909;3000;0;0;7;17;39;32;37;49;17;1;
530010805080281;1;0;826338;826338;0;0;1;5;15;21;17;27;23;11;1;
530010805080282;1;0;982826;982826;0;0;0;11;24;45;20;34;27;7;0;
530010805080283;1;0;218526;218526;0;0;0;2;9;14;8;7;7;1;1;
530010805080284;1;0;704123;704123;0;0;1;8;27;62;29;18;11;8;5;
530010805080285;1;0;847144;847144;0;0;3;9;28;55;30;25;24;8;3;
530010805080286;1;0;938003;938003;0;0;2;14;37;47;44;42;26;2;8;
530010805080287;1;1;1194908;1193508;1400;0;2;21;55;94;43;43;37;7;2;
530010805080288;1;0;697616;697616;0;0;0;3;22;26;16;23;25;6;2;
530010805080289;1;0;855846;855846;0;0;1;7;26;29;17;27;23;8;0;
530010805080290;1;0;918052;918052;0;0;0;15;29;53;30;29;33;4;3;
530010805080291;1;0;519511;519511;0;0;0;2;22;20;23;19;10;6;3;
530010805080292;1;0;639435;639435;0;0;4;11;25;26;18;27;15;5;4;
530010805080293;1;0;921407;921407;0;0;2;4;28;35;27;31;21;6;2;
530010805080294;1;1;1341974;1341974;0;0;3;10;34;90;65;62;32;8;7;
530010805080295;1;0;753505;753505;0;0;3;15;48;49;29;24;16;3;5;
530010805080296;1;0;662475;662475;0;0;3;9;35;34;13;28;19;4;10;
530010805080297;1;0;698790;698790;0;0;1;4;17;29;17;28;17;5;2;
530010805080298;1;1;666910;663710;3200;0;1;6;23;30;20;25;21;6;4;
530010805080299;1;1;659932;659332;600;0;1;15;24;42;22;27;17;7;4;
530010805080300;1;0;595918;595918;0;0;0;6;20;36;14;12;14;8;1;
530010805080301;1;0;844722;844722;0;0;0;7;47;77;38;39;38;6;2;
530010805080302;1;0;1111167;1111167;0;0;3;19;55;54;34;39;35;18;4;
530010805080303;1;0;380901;380901;0;0;1;9;17;25;17;14;11;2;3;
530010805080304;1;0;849648;849648;0;0;3;11;59;72;52;44;23;4;4;
530010805080305;1;0;828394;828394;0;0;4;20;39;70;31;30;21;3;5;
530010805080306;1;0;844920;844920;0;0;3;20;62;71;38;28;26;6;15;
530010805080307;1;1;735725;730625;5100;0;1;10;26;36;26;25;16;6;3;
530010805080308;1;2;161213;146593;14620;0;0;3;10;18;10;8;3;0;1;
530010805080309;1;0;660726;660726;0;0;0;15;33;36;11;27;22;3;10;
530010805080310;1;0;621457;621457;0;0;0;10;34;50;21;25;19;5;2;
530010805080311;1;0;801904;801904;0;0;4;22;37;55;36;23;19;9;5;
530010805080312;1;0;1049948;1049948;0;1;2;15;50;62;27;30;25;12;4;
530010805080313;1;0;844408;844408;0;0;1;5;26;48;30;33;22;9;2;
530010805080314;1;0;557600;557600;0;0;2;10;20;29;18;13;16;4;12;
530010805080315;1;1;824479;824479;0;1;3;9;28;64;33;22;24;8;3;
530010805080316;1;0;558102;558102;0;0;1;10;23;34;14;23;13;3;3;
530010805080317;1;0;593885;593885;0;0;2;6;30;37;23;18;19;2;10;
530010805080318;1;2;680093;667643;12450;0;3;20;45;54;24;23;21;6;4;
530010805080319;1;0;866568;866568;0;0;0;9;30;50;35;33;37;7;0;
530010805080320;1;0;862620;862620;0;1;5;13;41;56;42;40;15;3;2;
530010805080321;1;0;591472;591472;0;0;1;12;55;61;20;22;14;3;2;
530010805080322;1;0;471940;471940;0;0;1;9;14;42;22;8;9;4;0;
530010805080323;1;0;805343;805343;0;0;2;14;47;84;40;26;23;4;14;
530010805080324;1;0;382006;382006;0;0;4;13;31;36;14;14;10;0;0;
530010805080325;1;1;617059;616039;1020;1;5;13;44;53;18;21;9;4;12;
530010805080326;1;0;369955;369955;0;0;3;10;31;27;17;13;5;3;5;
530010805080327;1;0;381307;381307;0;0;2;17;27;33;19;17;7;4;1;
530010805080328;1;0;486135;486135;0;0;1;12;31;59;14;18;16;1;0;
530010805080329;1;0;540552;540552;0;0;6;24;50;47;21;19;14;2;2;
530010805080330;1;0;864254;864254;0;0;3;18;42;74;36;36;22;6;7;
530010805080331;1;2;529150;526829;2321;0;3;9;36;40;23;24;13;1;0;
530010805080332;1;0;477856;477856;0;0;2;5;27;45;17;9;13;5;9;
530010805080333;1;0;578235;578235;0;0;2;9;30;61;30;16;15;1;9;
530010805080334;1;0;700553;700553;0;1;2;22;67;96;30;25;13;4;1;
530010805080335;1;0;770173;770173;0;0;1;22;67;70;36;34;8;5;2;
530010805080336;1;0;750248;750248;0;0;2;11;54;79;37;33;11;2;5;
530010805080337;1;0;777686;777686;0;0;2;22;51;72;23;19;19;6;6;
530010805080338;1;0;569665;569665;0;0;1;11;38;51;29;33;15;1;7;
530010805080339;1;0;617241;617241;0;0;3;11;39;40;27;21;19;5;4;
530010805080340;1;0;419493;419493;0;0;4;19;34;35;18;15;6;4;28;
530010805080341;1;0;371314;371314;0;0;1;7;30;50;25;15;5;1;1;
530010805080342;1;0;537759;537759;0;1;2;11;42;61;19;18;10;1;2;
530010805080343;1;1;419505;418705;800;0;4;18;49;63;17;15;3;2;8;
530010805080344;1;0;452531;452531;0;0;10;36;84;60;22;7;8;0;16;
530010805080345;1;0;203827;203827;0;0;0;19;32;38;11;3;2;0;0;
530010805080346;1;0;374415;374415;0;0;5;17;44;41;9;11;8;2;3;
530010805080347;1;0;299507;299507;0;0;3;22;47;41;10;11;3;0;2;
530010805080348;1;0;381068;381068;0;1;7;7;34;40;20;8;6;2;5;
530010805080349;1;2;130156;126436;3720;2;3;12;23;7;1;3;3;0;1;
530010805080350;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
530010805080351;8;3;93006;92129;877;1;2;5;20;8;3;2;1;0;1;
530010805080352;1;0;934623;934623;0;0;0;2;16;39;40;47;38;7;3;
530010805080353;1;0;473077;473077;0;0;2;2;34;28;21;17;12;1;1;
530010805080354;1;0;960415;960415;0;0;0;12;42;67;48;54;22;2;3;
530010805080355;1;0;979904;979904;0;0;2;9;26;57;39;35;32;4;5;
530010805080356;1;0;1364421;1364421;0;0;0;8;30;60;52;52;37;11;2;
530010805080357;1;0;567048;567048;0;1;1;3;20;33;32;34;18;2;7;
530010805080358;1;0;1237147;1237147;0;0;1;12;35;70;45;65;33;8;4;
530010805080359;1;0;1053952;1053952;0;0;0;2;15;33;45;60;50;5;4;
530010805080360;1;0;825628;825628;0;0;0;5;23;43;38;27;21;4;0;
530010805080361;1;0;778503;778503;0;0;2;2;31;42;39;27;26;3;4;
530010805080362;1;0;1175395;1175395;0;0;0;6;24;68;40;70;35;10;1;
530010805080363;1;0;566350;566350;0;0;0;5;18;43;36;32;24;2;1;
530010805080364;1;0;880498;880498;0;0;3;3;41;54;32;31;23;1;14;
530010805080365;1;0;278139;278139;0;0;13;40;60;37;13;6;2;0;1;
530010805080366;1;0;367221;367221;0;0;3;27;72;34;23;10;2;1;1;
530010805080367;1;0;329798;329798;0;2;5;37;75;44;12;6;3;0;1;
530010805080368;1;0;266081;266081;0;0;4;26;47;33;13;7;1;1;3;
530010805080369;1;0;334560;334560;0;0;7;21;58;47;8;9;8;0;0;
530010805080370;1;0;439229;439229;0;1;15;27;82;52;17;14;5;0;4;
530010805080371;1;0;867891;867891;0;0;3;19;61;66;39;29;17;2;8;
530010805080372;1;0;754364;754364;0;1;2;8;18;57;34;30;20;4;1;
530010805080373;1;0;689697;689697;0;0;1;11;38;32;32;37;19;2;9;
530010805080374;1;0;706754;706754;0;0;2;11;30;57;25;33;17;2;7;
530010805080375;1;0;1099998;1099998;0;0;0;1;9;35;40;58;39;11;2;
530010805080376;1;0;1214722;1214722;0;0;0;6;23;67;50;62;47;13;3;
530010805080377;1;0;1145039;1145039;0;0;4;15;51;74;46;40;28;5;2;
530010805080378;1;0;1010181;1010181;0;1;0;9;31;57;40;43;21;4;1;
530010805080379;1;0;849890;849890;0;0;1;7;28;49;26;47;17;4;0;
530010805080380;1;0;493761;493761;0;0;0;4;13;28;19;11;12;4;0;
530010805080381;1;0;1591356;1591356;0;0;0;0;29;73;44;72;61;11;1;
530010805080382;1;1;1368151;1367151;1000;0;0;4;22;64;41;58;52;16;3;
530010805080383;1;1;1130378;1129878;500;0;2;5;25;59;33;52;45;4;2;
530010805080384;1;0;845639;845639;0;0;3;8;31;44;29;35;31;3;0;
530010805080385;1;0;542744;542744;0;0;0;3;17;24;19;23;13;2;2;
530010805080386;1;0;747890;747890;0;0;0;8;21;53;31;26;19;4;5;
530010805080387;1;0;771062;771062;0;0;1;12;22;42;37;32;16;1;3;
530010805080388;1;0;997542;997542;0;0;0;0;10;36;34;37;31;10;1;
530010805080389;1;0;631496;631496;0;0;1;10;34;52;25;32;12;2;0;
530010805080390;1;0;762652;762652;0;0;2;14;38;62;28;35;16;4;3;
530010805080391;1;0;616840;616840;0;1;13;41;90;64;21;12;7;2;5;
530010805080392;1;0;457064;457064;0;1;5;38;68;55;18;16;2;0;5;
530010805080393;1;0;402606;402606;0;0;8;21;49;68;12;8;6;3;4;
530010805080394;1;0;241635;241635;0;0;2;18;52;29;10;9;3;1;6;
530010805080395;1;0;292536;292536;0;0;4;21;60;39;11;7;2;0;4;
530010805080396;1;0;362422;362422;0;1;10;41;65;61;16;6;1;0;11;
530010805080397;1;0;606417;606417;0;0;2;8;28;50;24;18;13;3;2;
530010805080398;1;0;1044913;1044913;0;0;0;14;39;62;48;50;22;3;1;
530010805080399;1;0;1206372;1206372;0;0;0;10;24;76;46;61;36;15;7;
530010805080400;1;0;1069280;1069280;0;0;0;3;20;37;40;56;46;9;1;
530010805080401;1;0;665173;665173;0;0;3;3;21;42;34;35;19;4;6;
530010805080402;1;0;1037477;1037477;0;0;3;13;53;72;43;50;25;1;0;
530010805080403;1;0;418699;418699;0;0;7;27;69;52;16;10;3;1;1;
530010805080404;1;0;285775;285775;0;0;5;38;66;38;12;1;3;0;0;
530010805080405;1;0;593749;593749;0;1;9;31;94;72;34;14;2;1;8;
530010805080406;1;0;484780;484780;0;0;1;16;41;31;29;18;8;1;22;
530010805080407;1;0;716704;716704;0;0;2;7;22;56;29;32;8;3;0;
530010805080408;1;0;686760;686760;0;0;3;11;23;50;30;25;19;3;3;
530010805080409;1;0;701235;701235;0;0;1;6;13;27;19;45;25;9;4;
530010805080410;1;0;838953;838953;0;0;3;4;30;49;30;44;28;2;6;
530010805080411;1;0;931438;931438;0;1;0;17;48;57;42;34;27;5;2;
530010805080412;1;1;763281;760171;3110;0;0;16;52;59;26;23;19;6;1;
530010805080413;1;0;669552;669552;0;0;0;10;31;54;34;24;13;3;2;
530010805080414;1;0;404835;404835;0;2;9;20;48;46;15;13;3;3;1;
530010805080415;1;0;226572;226572;0;0;2;15;70;38;6;7;0;0;2;
530010805080416;1;0;412747;412747;0;0;6;17;41;44;20;13;4;1;13;
530010805080417;1;0;639367;639367;0;0;0;11;38;41;33;28;12;3;2;
530010805080418;1;0;876185;876185;0;0;1;11;47;75;30;41;17;7;1;
530010805080419;1;0;783693;783693;0;0;1;9;30;40;31;31;19;4;6;
530010805080420;1;0;823188;823188;0;0;2;12;19;58;36;43;23;1;0;
530010805080421;1;0;769271;769271;0;0;1;4;30;43;35;35;23;6;0;
530010805080422;1;0;917505;917505;0;0;3;5;10;37;36;43;29;5;8;
530010805080423;1;0;1212225;1212225;0;1;3;7;27;57;46;57;42;2;1;
530010805080424;1;0;998045;998045;0;0;0;4;10;46;31;45;35;8;2;
530010805080425;1;0;687061;687061;0;0;4;4;22;29;30;39;34;6;4;
530010805080426;1;2;874187;857187;17000;1;1;13;40;66;37;30;21;5;3;
530010805080427;1;2;392789;389389;3400;0;1;25;67;76;8;9;3;0;7;
530010805080428;1;0;486063;486063;0;0;8;35;73;62;25;7;3;1;2;
530010805080429;1;0;410957;410957;0;1;5;40;76;57;22;12;4;1;24;
530010805080430;1;0;286899;286899;0;0;6;20;49;33;13;8;1;0;0;
530010805080431;1;0;514861;514861;0;0;0;16;37;56;34;16;11;1;7;
530010805080432;1;2;427518;426598;920;0;0;11;27;41;23;12;11;2;2;
530010805080433;1;0;737419;737419;0;1;2;20;54;73;38;22;14;3;7;
530010805080434;1;0;713371;713371;0;0;3;10;45;74;36;29;14;0;2;
530010805080435;1;0;244675;244675;0;0;5;15;49;32;8;9;0;0;3;
530010805080436;1;0;412327;412327;0;3;9;32;66;67;17;8;1;0;7;
530010805080437;1;0;438019;438019;0;0;4;31;51;44;18;13;4;1;0;
530010805080438;1;0;578041;578041;0;0;5;19;47;48;25;18;16;2;1;
530010805080439;1;0;812638;812638;0;1;1;7;30;76;31;30;20;3;1;
530010805080440;1;0;558803;558803;0;0;4;12;40;74;44;23;10;1;0;
530010805080441;1;0;633738;633738;0;0;1;8;45;57;35;25;10;3;3;
530010805080442;1;0;871891;871891;0;1;1;11;59;84;33;30;24;3;5;
530010805080443;1;0;464629;464629;0;0;2;10;29;35;17;23;12;0;16;
530010805080444;1;0;569749;569749;0;0;6;15;44;53;20;21;12;3;4;
530010805080445;1;0;721366;721366;0;0;3;11;49;84;37;29;11;6;0;
530010805080446;1;0;546434;546434;0;0;0;21;49;71;25;14;11;1;2;
530010805080447;1;0;1032081;1032081;0;1;3;23;72;101;45;37;26;3;3;
530010805080448;1;0;518940;518940;0;0;3;13;40;51;24;17;8;0;1;
530010805080449;1;0;351355;351355;0;0;3;22;41;45;16;8;5;1;2;
530010805080450;1;0;851323;851323;0;0;5;14;61;84;42;32;17;2;4;
530010805080451;1;0;842407;842407;0;0;1;14;39;73;29;37;18;1;2;
530010805080452;1;0;820323;820323;0;0;0;15;43;76;21;29;16;2;2;
530010805080453;1;0;623729;623729;0;0;2;22;79;78;30;23;7;0;5;
530010805080454;1;0;367162;367162;0;0;3;15;34;37;17;16;4;2;9;
530010805080455;1;0;431325;431325;0;2;10;35;77;52;22;8;7;0;11;
530010805080456;1;0;412731;412731;0;0;4;22;37;51;9;20;5;2;4;
530010805080457;1;0;342474;342474;0;0;4;22;55;38;14;9;3;0;8;
530010805080458;1;1;655980;651730;4250;0;5;13;55;93;48;19;8;3;7;
530010805080459;1;0;640717;640717;0;1;1;22;59;72;25;24;13;1;5;
530010805080460;1;0;691446;691446;0;0;3;10;46;68;29;30;11;2;3;
530010805080461;1;0;761199;761199;0;0;3;12;46;63;38;27;17;2;9;
530010805080462;1;0;2477901;2477901;0;0;1;5;17;28;30;60;72;29;7;
530010805080463;1;0;2528866;2528866;0;0;0;4;10;24;20;58;79;24;27;
530010805080464;1;0;620931;620931;0;0;0;0;14;33;27;13;17;2;0;
530010805080466;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
530010805080468;1;0;394557;394557;0;6;18;64;86;43;8;8;5;2;13;
530010805080469;1;1;293092;290092;3000;2;12;22;56;32;13;6;5;0;2;
530010805080470;1;1;514022;513022;1000;1;4;41;68;64;30;10;6;0;7;
530010805080471;1;0;319869;319869;0;7;16;43;46;33;12;13;3;0;18;
530010805080472;1;0;411322;411322;0;2;12;58;76;50;11;12;1;1;10;
530010805080473;1;0;426261;426261;0;0;3;11;34;55;30;20;11;3;7;
530010805080474;1;0;302428;302428;0;0;2;3;30;42;17;9;9;1;2;
530010805080475;1;0;623461;623461;0;1;7;29;70;82;35;25;11;4;10;
530010805080476;1;5;354395;339375;15020;0;1;15;38;56;17;12;8;1;5;
530010805080477;1;0;407152;407152;0;0;0;6;19;71;37;18;2;0;0;
530010805080478;1;0;626618;626618;0;0;1;6;31;50;17;24;10;5;0;
530010805080479;1;0;1213129;1213129;0;0;4;10;43;69;39;44;36;10;4;
530010805080480;1;0;990870;990870;0;0;3;7;36;42;33;44;21;4;3;
530010805080481;1;0;866830;866830;0;0;3;10;41;74;28;26;21;2;3;
530010805080482;1;0;1551635;1551635;0;0;2;7;36;61;34;58;52;7;3;
530010805080483;1;6;1164483;1160103;4380;1;7;31;56;60;38;46;19;6;8;
530010805080484;1;0;828441;828441;0;3;7;30;72;79;39;33;7;3;7;
530010805080485;1;2;1485553;1485043;510;0;0;9;36;49;46;54;41;11;1;
530010805080486;1;0;675210;675210;0;0;4;14;38;37;20;24;20;3;0;
530010805080487;1;0;1005911;1005911;0;0;1;12;23;44;26;33;29;6;4;
530010805080488;1;2;1442267;1438067;4200;0;0;2;19;46;34;49;46;12;0;
530010805080489;1;1;1218842;1216542;2300;0;1;7;29;41;18;34;36;10;0;
530010805080490;1;0;1070605;1070605;0;0;2;4;25;34;29;39;27;9;3;
530010805080491;1;0;422125;422125;0;0;10;25;45;46;13;13;9;1;2;
530010805080492;1;0;1261748;1261748;0;0;6;21;58;54;41;38;26;11;9;
530010805080493;1;0;371797;371797;0;0;0;9;32;48;17;13;7;3;2;
530010805080494;1;1;332022;331772;250;0;4;16;40;36;16;13;8;1;4;
530010805080495;1;0;500834;500834;0;1;9;12;46;40;21;15;10;1;2;
530010805080496;1;0;698000;698000;0;0;2;1;10;24;15;15;23;5;0;
530010805080497;1;0;1345469;1345469;0;0;2;0;6;21;18;41;33;20;0;
530010805080498;1;0;484140;484140;0;1;0;7;16;29;25;18;14;2;18;
530010805080499;1;0;1019349;1019349;0;0;1;5;6;18;13;23;52;15;9;
530010805080500;1;0;1168986;1168986;0;0;0;2;8;36;26;53;51;16;6;
530010805080501;1;0;610918;610918;0;0;1;1;6;24;18;21;15;2;1;
530010805080502;1;0;385380;385380;0;0;1;2;6;10;11;8;16;2;0;
530010805080503;1;0;757310;757310;0;1;1;14;25;50;17;32;18;6;0;
530010805080504;1;0;706567;706567;0;0;0;8;17;20;15;21;27;4;7;
530010805080505;1;0;739678;739678;0;0;0;3;14;30;29;26;21;4;0;
530010805080506;1;0;858163;858163;0;0;2;10;23;47;27;34;25;5;3;
530010805080507;1;0;1351599;1351599;0;1;5;19;43;53;49;41;40;9;4;
530010805080508;1;0;939181;939181;0;0;1;9;31;39;24;41;28;2;0;
530010805080509;1;0;831055;831055;0;0;0;6;14;42;31;39;20;2;0;
530010805080510;1;0;726394;726394;0;0;1;7;23;39;33;30;19;3;0;
530010805080511;1;0;1463848;1463848;0;0;0;8;26;45;35;56;37;15;3;
530010805080512;1;0;1412311;1412311;0;0;1;7;22;55;37;58;51;9;1;
530010805080513;1;0;1184301;1184301;0;0;0;6;24;42;34;40;25;15;5;
530010805080514;1;0;843828;843828;0;0;0;11;27;41;21;23;18;4;6;
530010805080515;1;0;931350;931350;0;0;1;2;19;32;28;46;21;3;15;
530010805080516;1;0;666323;666323;0;0;1;9;25;47;28;27;20;3;7;
530010805080517;1;0;1339395;1339395;0;0;0;8;11;40;33;36;44;9;2;
530010805080518;1;0;495997;495997;0;0;0;5;34;43;15;17;9;0;3;
530010805080519;1;0;753522;753522;0;0;0;1;7;31;27;30;26;12;19;
530010805080520;1;0;985172;985172;0;0;0;2;13;39;28;47;31;15;1;
530010805080521;1;0;523550;523550;0;0;1;2;13;25;20;23;24;4;0;
530010805080522;1;0;894276;894276;0;1;0;6;14;36;40;41;41;9;12;
530010805080523;1;0;502660;502660;0;1;1;4;17;44;26;23;13;4;2;
530010805080524;1;0;550983;550983;0;0;0;5;11;16;13;32;23;4;0;
530010805080525;1;0;169600;169600;0;0;1;4;12;33;7;8;5;0;0;
530010805080526;1;0;305561;305561;0;0;2;11;26;32;15;5;9;1;1;
530010805080527;1;0;49680;49680;0;0;2;4;7;8;3;1;1;0;0;
530010805080528;1;0;266245;266245;0;0;1;7;28;39;19;9;5;0;3;
530010805080529;1;1;241235;240565;670;1;1;15;22;26;11;11;7;1;1;
530010805080530;1;0;369595;369595;0;0;0;8;28;47;12;13;12;1;2;
530010805080531;1;0;251775;251775;0;0;0;1;10;16;10;13;11;1;0;
530010805080532;1;2;863845;855545;8300;0;2;4;12;39;38;44;23;6;3;
530010805080533;1;0;401764;401764;0;2;8;32;53;61;14;7;2;3;10;
530010805080534;1;0;1343651;1343651;0;1;2;16;61;104;51;58;34;4;7;
530010805080535;1;0;775368;775368;0;0;7;18;40;73;31;23;15;3;4;
530010805080536;1;0;857915;857915;0;1;8;18;67;78;29;31;18;2;16;
530010805080537;1;1;659516;657516;2000;0;5;28;73;70;28;23;12;1;8;
530010805080538;1;0;1355106;1355106;0;1;19;70;167;139;43;34;15;4;43;
530010805080539;1;0;896052;896052;0;0;1;18;38;60;44;28;22;3;8;
530010805080540;1;0;1350793;1350793;0;0;0;7;20;52;35;36;41;13;1;
530010805080541;1;0;732190;732190;0;0;0;3;8;20;15;25;21;7;1;
530010805080542;1;0;1201304;1201304;0;0;2;12;39;54;41;36;36;5;2;
530010805080543;1;0;826306;826306;0;0;0;4;21;46;24;22;24;6;2;
530010805080544;1;0;803625;803625;0;0;0;6;18;23;20;21;24;9;1;
530010805080545;1;0;1949382;1949382;0;0;0;1;3;19;25;54;51;7;53;
530010805080546;1;0;1450596;1450596;0;0;1;7;21;57;39;53;49;12;2;
530010805080547;1;0;820449;820449;0;0;2;13;39;64;36;32;25;12;12;
530010805080548;1;0;1597193;1597193;0;0;0;3;11;19;36;69;46;9;2;
530010805080549;1;1;696917;694417;2500;0;1;1;9;19;21;28;21;5;1;
530010805080550;1;0;1465889;1465889;0;0;0;3;17;43;41;50;51;9;5;
530010805080551;1;1;1668908;1659908;9000;0;2;8;27;57;40;64;42;17;1;
530010805080552;1;0;754705;754705;0;0;2;0;7;21;18;26;19;8;1;
530010805080553;1;0;1680718;1680718;0;0;0;4;24;69;41;70;50;8;3;
530010805080554;8;1;134660;133660;1000;0;5;7;28;16;6;2;1;0;0;
530010805080555;8;0;11390;11390;0;0;1;2;5;0;0;0;0;0;0;
530010805080556;1;0;916309;916309;0;0;0;9;9;34;22;33;30;5;2;
530010805080557;1;0;530865;530865;0;0;0;1;1;11;6;41;33;9;7;
530010805080558;1;0;798071;798071;0;0;0;1;14;20;20;38;45;9;1;
530010805080559;1;0;1344128;1344128;0;0;1;2;9;29;41;54;57;19;1;
530010805080560;1;0;709773;709773;0;0;0;1;10;25;21;32;37;12;4;
530010805080561;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
530010805080562;8;0;6830;6830;0;0;4;1;4;1;0;0;0;0;0;
530010805080563;1;0;740397;740397;0;0;1;5;16;49;30;26;26;3;1;
530010805080564;1;0;788815;788815;0;0;2;19;32;58;28;38;17;2;2;
530010805080565;1;0;348592;348592;0;0;2;13;16;28;17;15;11;1;3;
530010805080566;1;0;1822696;1822696;0;0;0;3;4;14;20;59;52;19;0;
530010805080567;1;0;1457304;1457304;0;0;0;1;6;23;31;48;38;14;2;
530010805080568;1;0;521713;521713;0;0;4;4;9;21;12;25;13;4;4;
530010805080569;1;0;1197455;1197455;0;0;0;2;10;22;15;37;38;12;20;
530010805080570;1;0;1393869;1393869;0;0;1;3;11;41;22;42;44;19;2;
530010805080571;1;0;1047609;1047609;0;3;16;50;68;77;41;37;23;2;3;
530010805080572;1;0;730379;730379;0;1;14;35;63;61;26;22;13;7;5;
530010805080573;1;0;591158;591158;0;0;1;3;10;14;10;15;17;9;0;
530010805080574;1;0;617760;617760;0;0;1;7;46;71;33;25;12;2;0;
530010805080575;1;0;569295;569295;0;0;1;1;14;20;12;19;18;4;1;
530010805080576;1;1;901397;900377;1020;0;1;14;20;40;17;36;24;8;4;
530010805080577;1;0;999699;999699;0;0;1;11;27;47;31;39;29;5;3;
530010805080578;1;0;1312866;1312866;0;0;0;5;10;37;26;43;38;18;0;
530010805080579;1;0;1625887;1625887;0;1;4;11;35;41;41;49;54;18;1;
530010805080580;1;0;2028774;2028774;0;0;0;1;3;13;16;60;100;55;3;
530010805080582;1;0;1398134;1398134;0;0;0;0;2;10;14;41;75;36;2;
