Cod_setor;Situacao_setor;V001;V002;V003
530010805080358;1;117;1;0
530010805080359;1;80;0;0
530010805080360;1;61;0;0
530010805080361;1;66;0;0
530010805080362;1;103;0;0
530010805080363;1;64;0;0
530010805080364;1;101;0;0
530010805080365;1;98;1;0
530010805080366;1;103;0;0
530010805080367;1;125;1;0
530010805080368;1;99;0;0
530010805080369;1;105;0;0
530010805080370;1;142;0;0
530010805080371;1;124;0;1
530010805080372;1;83;0;0
530010805080373;1;81;0;0
530010805080374;1;77;0;0
530010805080375;1;72;0;0
530010805080376;1;87;0;0
530010805080377;1;113;0;1
530010805080378;1;99;0;0
530010805080379;1;92;0;1
530010805080380;1;53;0;0
530010805080381;1;115;0;0
530010805080382;1;118;0;0
530010805080383;1;87;0;0
530010805080384;1;78;0;0
530010805080385;1;55;0;0
530010805080386;1;61;0;2
530010805080387;1;79;0;0
530010805080388;1;72;0;0
530010805080389;1;68;0;0
530010805080390;1;96;0;0
530010805080391;1;161;1;0
530010805080392;1;133;0;0
530010805080393;1;114;0;0
530010805080394;1;71;0;0
530010805080395;1;78;0;0
530010805080396;1;128;0;0
530010805080397;1;78;0;0
530010805080398;1;116;0;0
530010805080399;1;116;0;0
530010805080400;1;95;0;0
530010805080401;1;74;0;0
530010805080402;1;144;0;0
530010805080403;1;120;0;0
530010805080404;1;103;0;0
530010805080405;1;158;0;3
530010805080406;1;86;0;0
530010805080407;1;87;0;0
530010805080408;1;80;0;0
530010805080409;1;65;0;0
530010805080410;1;58;0;0
530010805080411;1;98;0;0
530010805080412;1;74;0;0
530010805080413;1;68;0;1
530010805080414;1;101;0;1
530010805080415;1;71;0;0
530010805080416;1;82;2;0
530010805080417;1;63;0;0
530010805080418;1;93;0;0
530010805080419;1;66;0;0
530010805080420;1;81;0;0
530010805080421;1;97;1;0
530010805080422;1;81;0;0
530010805080423;1;95;0;0
530010805080424;1;86;0;0
530010805080425;1;48;0;0
530010805080426;1;100;0;0
530010805080427;1;117;0;0
530010805080428;1;149;0;0
530010805080429;1;113;0;0
530010805080430;1;61;0;0
530010805080431;1;81;0;0
530010805080432;1;76;0;0
530010805080433;1;128;0;0
530010805080434;1;116;0;0
530010805080435;1;69;0;0
530010805080436;1;152;0;0
530010805080437;1;96;0;0
530010805080438;1;97;0;0
530010805080439;1;91;0;0
530010805080440;1;77;0;0
530010805080441;1;73;0;0
530010805080442;1;136;0;0
530010805080443;1;88;0;0
530010805080444;1;106;0;0
530010805080445;1;118;0;0
530010805080446;1;94;0;0
530010805080447;1;147;0;0
530010805080448;1;92;0;0
530010805080449;1;71;0;0
530010805080450;1;130;0;0
530010805080451;1;112;0;0
530010805080452;1;135;0;0
530010805080453;1;113;0;0
530010805080454;1;88;0;0
530010805080455;1;128;0;0
530010805080456;1;98;0;0
530010805080457;1;100;0;0
530010805080458;1;114;0;0
530010805080459;1;116;0;0
530010805080460;1;124;0;1
530010805080461;1;144;0;0
530010805080462;1;102;0;0
530010805080463;1;117;0;0
530010805080464;1;51;0;0
530010805080466;8;0;"X";"X"
530010805080468;1;183;1;8
530010805080469;1;121;0;0
530010805080470;1;180;1;0
530010805080471;1;156;4;0
530010805080472;1;201;0;0
530010805080473;1;85;0;0
530010805080474;1;51;0;0
530010805080475;1;164;0;0
530010805080476;1;76;0;0
530010805080477;1;69;0;1
530010805080478;1;74;0;0
530010805080479;1;146;0;0
530010805080480;1;113;0;1
530010805080481;1;137;0;0
530010805080482;1;150;0;0
530010805080483;1;186;0;0
530010805080484;1;174;0;0
530010805080485;1;157;0;0
530010805080486;1;91;0;0
530010805080487;1;112;0;0
530010805080488;1;125;0;0
530010805080489;1;125;0;0
530010805080490;1;111;0;0
530010805080491;1;144;0;0
530010805080492;1;181;0;0
530010805080493;1;61;1;0
530010805080494;1;63;0;0
530010805080495;1;128;0;3
530010805080496;1;49;0;0
530010805080497;1;86;0;0
530010805080498;1;44;0;0
530010805080499;1;46;0;0
530010805080500;1;79;0;0
530010805080501;1;40;0;0
530010805080502;1;30;0;0
530010805080503;1;73;0;0
530010805080504;1;68;0;0
530010805080505;1;56;0;0
530010805080506;1;75;0;0
530010805080507;1;174;0;0
530010805080508;1;82;0;0
530010805080509;1;97;0;0
530010805080510;1;101;0;0
530010805080511;1;146;0;0
530010805080512;1;142;0;0
530010805080513;1;137;0;1
530010805080514;1;93;0;1
530010805080515;1;102;0;0
530010805080516;1;107;1;0
530010805080517;1;112;0;0
530010805080518;1;67;0;0
530010805080519;1;48;0;0
530010805080520;1;44;0;0
530010805080521;1;39;0;0
530010805080522;1;66;0;0
530010805080523;1;58;0;0
530010805080524;1;49;0;0
530010805080525;1;32;0;0
530010805080526;1;54;0;0
530010805080527;1;11;0;0
530010805080528;1;62;0;0
530010805080529;1;52;0;0
530010805080530;1;48;0;0
530010805080531;1;22;0;0
530010805080532;1;56;0;0
530010805080533;1;116;0;2
530010805080534;1;156;0;0
530010805080535;1;127;0;0
530010805080536;1;165;0;0
530010805080537;1;184;0;0
530010805080538;1;367;1;0
530010805080539;1;137;0;0
530010805080540;1;94;0;0
530010805080541;1;57;0;0
530010805080542;1;133;0;0
530010805080543;1;93;0;0
530010805080544;1;65;0;0
530010805080545;1;49;0;0
530010805080546;1;154;0;0
530010805080547;1;94;0;0
530010805080548;1;109;0;0
530010805080549;1;64;0;0
530010805080550;1;132;0;0
530010805080551;1;130;0;0
530010805080552;1;76;0;0
530010805080553;1;141;0;0
530010805080554;8;44;0;0
530010805080555;8;14;0;0
530010805080556;1;61;0;0
530010805080557;1;17;0;0
530010805080558;1;59;0;0
530010805080559;1;114;0;0
530010805080560;1;56;0;0
530010805080561;8;0;"X";"X"
530010805080562;8;7;0;0
530010805080563;1;64;0;0
530010805080564;1;103;0;0
530010805080565;1;51;0;0
530010805080566;1;116;0;0
530010805080567;1;108;0;0
530010805080568;1;63;0;0
530010805080569;1;112;0;0
530010805080570;1;100;1;0
530010805080571;1;286;0;0
530010805080572;1;184;1;0
530010805080573;1;62;0;0
530010805080574;1;98;0;0
530010805080575;1;53;0;0
530010805080576;1;94;0;0
530010805080577;1;148;0;0
530010805080578;1;96;0;0
530010805080579;1;145;0;0
530010805080580;1;93;0;0
530010805080582;1;62;0;0
530010805080583;1;96;0;0
530010805080584;1;43;0;0
530010805080585;1;30;0;0
530010805080586;1;31;0;0
530010805080587;1;10;0;0
530010805080588;1;63;0;0
530010805080589;1;51;0;0
530010805080590;1;53;0;0
530010805080591;1;30;0;0
530010805080592;1;77;0;0
530010805080593;1;78;0;0
530010805080594;1;109;0;0
530010805080595;1;22;0;0
530010805080596;1;38;0;0
530010805080597;1;41;0;0
530010805080598;1;26;0;0
530010805080599;1;45;0;0
530010805080600;1;69;0;0
530010805080601;1;64;0;0
530010805080602;1;81;0;0
530010805080603;1;13;0;0
530010805080604;1;56;0;0
530010805080605;1;110;0;0
530010805080606;1;46;0;0
530010805080607;1;74;0;0
530010805080608;1;4;0;0
530010805080609;1;6;0;0
530010805080610;1;45;0;0
530010805080611;1;36;0;0
530010805080612;1;85;0;0
530010805080613;1;28;0;0
530010805080614;1;37;0;0
530010805080615;1;20;0;0
530010805080616;1;56;0;0
530010805080617;1;73;0;0
530010805080618;1;90;0;0
530010805080620;1;54;1;0
530010805080622;1;16;0;0
530010805080623;1;108;0;0
530010805080624;1;143;0;0
530010805080625;1;72;0;0
530010805080626;1;30;0;0
530010805080627;1;47;0;0
530010805080628;1;40;0;0
530010805080629;1;6;0;0
530010805080630;1;58;0;0
530010805080631;1;43;0;1
530010805080633;1;69;0;0
530010805080634;1;72;0;0
530010805080635;8;15;0;0
530010805080636;1;97;0;0
530010805080640;1;35;0;0
530010805080644;1;43;0;0
530010805080646;8;10;0;0
530010805080647;1;41;0;0
530010805080648;1;83;0;0
530010805080649;1;10;0;0
530010805080650;1;31;0;0
530010805080651;1;149;0;0
530010805080652;1;97;0;0
530010805080653;1;140;0;0
530010805080654;1;109;0;0
530010805080655;1;144;0;0
530010805080656;8;191;1;0
530010805080657;1;56;0;0
530010805080658;1;0;"X";"X"
530010805080659;1;26;0;0
530010805080660;1;72;0;0
530010805080661;1;30;0;0
530010805080662;1;51;0;0
530010805080663;1;62;0;0
530010805080664;1;29;0;0
530010805080665;1;88;0;0
530010805080666;1;7;0;0
530010805080667;1;55;0;0
530010805080668;1;52;0;0
530010805080669;1;55;0;0
530010805080670;1;50;0;0
530010805080671;1;49;0;0
530010805080672;1;65;0;0
530010805080673;1;61;1;0
530010805080675;1;50;0;0
530010805080676;1;87;0;0
530010805080677;1;63;0;0
530010805080678;1;104;0;0
530010805080679;1;75;0;0
530010805080680;1;81;0;1
530010805080681;1;70;0;0
530010805080682;1;74;0;0
530010805080683;1;117;0;0
530010805080684;1;72;0;0
530010805080685;1;41;0;0
530010805080686;1;67;0;0
530010805080687;1;78;0;0
530010805080688;1;110;0;5
530010805080689;1;37;0;0
530010805080690;8;6;1;0
530010805080691;1;118;0;0
530010805080692;1;69;0;2
530010805080693;1;95;0;0
530010805080694;1;117;0;0
530010805080695;1;127;1;0
530010805080696;1;114;0;0
530010805080697;1;63;0;0
530010805080698;8;2;"X";"X"
530010805080699;1;102;0;0
530010805080700;1;58;0;0
530010805080701;1;134;0;0
530010805080702;1;124;0;0
530010805080703;1;81;0;0
530010805080704;2;5;0;0
530010805080705;8;14;0;0
530010805080706;1;110;0;0
530010805080707;1;134;0;0
530010805080708;1;114;0;0
530010805080709;1;63;0;0
530010805080710;1;111;0;0
530010805080711;1;82;0;0
530010805080712;1;84;0;0
530010805080713;1;48;0;0
530010805080714;1;111;0;0
530010805080717;1;25;0;0
530010805080718;1;71;0;0
530010805080719;1;134;1;0
530010805080720;1;51;0;0
530010805080721;1;82;0;0
530010805080722;1;133;0;0
530010805080723;1;108;0;1
530010805080724;1;118;0;0
530010805080725;1;93;0;0
530010805080726;1;92;0;0
530010805080727;1;101;0;0
530010805080728;1;121;0;0
530010805080729;1;97;0;0
530010805080730;1;74;0;0
530010805080731;1;73;0;0
530010805080732;1;154;0;0
530010805080733;1;90;0;0
530010805080734;1;264;1;0
530010805080735;1;212;1;0
530010805080736;1;176;0;0
530010805080737;1;208;0;1
530010805080738;1;79;0;0
530010805080739;1;11;0;0
530010805080740;8;1;"X";"X"
530010805090001;1;84;0;0
530010805090002;1;150;0;0
530010805090003;1;142;0;0
530010805090004;1;107;0;0
530010805090005;1;121;0;0
530010805090006;1;111;0;0
530010805090007;1;112;0;0
530010805090008;1;70;0;0
530010805090009;1;69;0;0
530010805090010;1;160;0;0
530010805090011;1;160;0;0
530010805090012;1;52;0;0
530010805090013;1;126;0;1
530010805090014;1;91;0;0
530010805090015;1;90;1;0
530010805090016;1;81;0;0
530010805090017;1;99;0;0
530010805090018;1;87;0;0
530010805090019;1;136;0;0
530010805090020;1;83;0;0
530010805090021;1;111;0;0
530010805090022;1;129;0;0
530010805090023;1;158;0;0
530010805090024;1;107;0;0
530010805090025;1;90;0;0
530010805090026;1;175;0;0
530010805090027;1;126;0;0
530010805090028;1;156;0;0
530010805090029;1;239;0;0
530010805090030;1;69;0;0
530010805090031;1;179;0;0
530010805090032;1;199;0;0
530010805090033;1;170;0;0
530010805090034;1;213;0;0
530010805090035;1;226;0;0
530010805090036;1;206;0;0
530010805090037;1;179;0;0
530010805090038;1;270;0;0
530010805090039;1;57;0;0
530010805090040;1;186;0;0
530010805090041;1;184;0;0
530010805090042;1;56;0;0
530010805090043;1;54;1;0
530010805090044;1;129;0;0
530010805090045;1;167;0;0
530010805090046;1;159;0;0
530010805090047;1;135;0;0
530010805090048;1;129;1;0
530010805090049;1;15;0;0
530010805090050;1;135;0;0
530010805090051;1;119;0;0
530010805090052;5;206;0;0
530010805090053;5;203;0;1
530010805090054;5;148;0;0
530010805090055;5;147;0;0
530010805090056;8;136;0;0
530010805090057;8;130;0;0
530010805090058;8;174;0;2
530010805090059;8;114;0;0
530010805090060;8;66;0;0
530010805090061;8;49;0;0
530010805090062;8;47;0;0
530010805090063;8;165;0;0
530010805090064;8;6;0;0
530010805090065;8;196;0;0
530010805090066;8;116;0;0
530010805090067;1;137;0;0
530010805090068;1;196;0;0
530010805090069;1;61;0;0
530010805090070;1;135;0;0
530010805090071;8;181;1;0
530010805090072;8;48;0;0
530010805090073;8;80;0;0
530010805090074;8;60;0;0
530010805090075;8;53;0;0
530010805090076;8;64;0;0
530010805090077;8;54;0;0
530010805090078;1;273;0;0
530010805090079;1;227;1;0
530010805090080;1;108;0;0
530010805090081;1;98;1;0
530010805090082;8;114;1;1
530010805090083;8;29;0;0
530010805090084;8;141;1;1
530010805090085;8;159;0;0
530010805090086;1;148;0;0
530010805090087;1;8;0;0
530010805090088;1;12;0;0
530010805090089;1;185;0;0
530010805090090;1;86;0;0
530010805090091;5;115;0;1
530010805090094;8;15;0;0
530010805090095;8;0;"X";"X"
530010805090096;8;0;"X";"X"
530010805090097;8;1;"X";"X"
530010805090098;8;148;0;0
530010805090100;8;5;0;0
530010805090101;2;3;0;0
530010805090102;1;6;0;0
530010805100001;1;91;0;0
530010805100002;1;130;0;0
530010805100003;1;104;0;0
530010805100004;1;98;0;0
530010805100005;1;74;0;0
530010805100006;1;64;0;0
530010805100007;1;68;0;0
530010805100008;1;78;0;0
530010805100009;1;71;0;0
530010805100010;1;85;0;0
530010805100011;1;88;0;0
530010805100012;1;78;0;0
530010805100013;1;98;0;0
530010805100014;1;80;0;0
530010805100015;1;72;0;0
530010805100016;1;73;0;0
530010805100017;1;79;0;0
530010805100018;1;57;0;0
530010805100019;1;82;0;0
530010805100020;1;83;0;0
530010805100021;1;73;0;0
530010805100022;1;75;0;0
530010805100023;1;56;0;0
530010805100024;1;63;0;0
530010805100025;1;44;0;0
530010805100026;1;75;0;0
530010805100027;1;56;0;0
530010805100028;1;183;0;0
530010805100029;1;58;0;0
530010805100030;1;71;0;0
530010805100031;1;88;0;0
530010805100032;1;99;0;0
530010805100033;1;88;0;0
530010805100034;1;68;0;0
530010805100035;1;61;0;0
530010805100036;1;93;0;0
530010805100037;1;79;0;0
530010805100038;1;58;1;0
530010805100039;1;73;0;0
530010805100040;1;88;0;0
530010805100041;1;113;0;1
530010805100042;1;174;0;0
530010805100043;1;171;0;0
530010805100044;1;104;0;0
530010805100045;1;103;0;0
530010805100046;1;83;0;0
530010805100047;1;104;0;0
530010805100048;1;52;0;2
530010805100049;1;82;0;0
530010805100050;1;95;0;0
530010805100051;1;75;0;0
530010805100052;1;95;0;0
530010805100053;1;53;0;0
530010805100054;1;62;0;0
530010805100055;1;155;0;0
530010805100056;1;103;0;0
530010805100057;1;98;0;0
530010805100058;1;71;0;0
530010805100059;1;44;0;0
530010805100060;1;78;0;0
530010805100061;1;136;0;0
530010805100062;1;64;0;0
530010805100063;1;122;0;1
530010805100064;1;135;0;0
530010805100065;1;85;0;0
530010805100066;1;101;0;0
530010805100067;1;203;0;0
530010805100068;1;127;0;0
530010805100069;1;136;0;0
530010805100070;1;159;0;0
530010805100071;1;181;0;0
530010805100072;1;135;0;0
530010805100073;1;164;0;0
530010805100074;1;166;0;0
530010805100075;1;95;0;0
530010805100076;1;146;0;1
530010805100077;1;124;0;1
530010805100078;1;138;0;0
530010805100079;1;133;0;0
530010805100080;1;148;0;0
530010805100081;1;182;1;0
530010805100082;1;186;0;1
530010805100083;1;142;0;0
530010805100084;1;87;0;0
530010805100085;1;139;1;0
530010805100086;1;104;0;0
530010805100087;1;103;0;0
530010805100088;1;157;0;0
530010805100089;1;219;0;0
530010805100090;1;122;0;0
530010805100091;1;75;0;0
530010805100092;1;97;0;0
530010805100093;1;100;0;0
530010805100094;1;69;0;0
530010805100095;1;127;0;0
530010805100096;1;121;0;0
530010805100097;1;109;0;0
530010805100098;1;138;0;0
530010805100099;1;115;0;0
530010805100100;1;208;0;0
530010805100101;1;189;0;0
530010805100102;1;147;1;0
530010805100103;1;172;0;0
530010805100104;1;123;0;0
530010805100105;1;69;0;0
530010805100106;1;77;0;0
530010805100107;1;93;0;0
530010805100108;1;120;0;0
530010805100109;1;112;0;2
530010805100110;1;102;0;0
530010805100111;1;70;0;0
530010805100112;1;129;0;0
530010805100113;1;126;0;1
530010805100114;1;89;0;0
530010805100115;1;95;0;0
530010805100116;1;58;0;0
530010805100117;1;87;0;0
530010805100118;1;124;0;0
530010805100119;1;119;0;0
530010805100120;1;130;0;0
530010805100121;1;113;0;0
530010805100122;1;86;0;0
530010805100123;8;6;0;0
530010805100124;8;106;0;0
530010805100125;1;42;0;0
530010805100126;1;89;0;0
530010805100127;2;14;0;0
530010805100128;1;82;0;0
530010805100129;1;78;0;0
530010805100130;1;99;0;0
530010805100131;1;124;0;0
530010805100132;1;154;0;2
530010805100133;1;127;1;0
530010805100134;1;208;0;0
530010805100135;1;306;0;0
530010805100136;1;95;0;0
530010805100137;1;45;0;0
530010805100138;1;158;0;0
530010805100139;1;88;0;0
530010805100140;1;131;1;0
530010805100141;1;77;0;0
530010805100142;1;108;0;0
530010805100143;1;125;1;0
530010805100144;1;82;0;0
530010805100145;1;27;0;0
530010805100146;1;112;0;0
530010805100147;1;103;0;0
530010805100148;1;185;0;0
530010805100149;1;200;0;0
530010805100150;1;195;0;0
530010805100151;1;179;0;0
530010805100152;1;213;0;0
530010805100153;1;183;0;0
530010805100154;1;210;0;0
530010805100155;1;185;0;1
530010805100156;1;210;1;0
530010805100157;1;243;4;0
530010805100158;1;294;1;1
530010805100159;1;195;0;0
530010805100160;1;138;1;0
530010805100161;1;234;1;0
530010805100162;1;260;0;0
530010805100163;1;252;0;0
530010805100164;1;212;2;0
530010805100165;1;206;0;0
530010805100166;1;200;0;0
530010805100167;1;228;0;0
530010805100168;1;270;3;0
530010805100169;1;148;0;0
530010805100170;1;107;0;0
530010805100171;1;182;0;0
530010805100172;1;222;0;0
530010805100173;1;190;0;0
530010805100174;1;163;0;0
530010805100175;1;196;2;2
530010805100176;1;207;0;0
530010805100177;1;293;0;0
530010805100178;1;156;0;0
530010805100179;1;159;2;0
530010805100180;1;264;0;0
530010805100181;1;184;0;0
530010805100182;1;212;0;2
530010805100183;1;231;0;2
530010805100184;1;236;1;0
530010805100185;1;201;0;0
530010805100186;1;217;0;0
530010805100187;1;126;0;0
530010805100188;1;154;0;0
530010805100189;1;91;0;0
530010805100190;1;148;0;0
530010805100191;1;177;0;0
530010805100192;1;289;0;0
530010805100193;1;248;6;0
530010805100194;1;219;1;0
530010805100195;1;136;0;0
530010805100196;1;127;0;0
530010805100197;1;71;0;0
530010805100198;3;225;1;0
530010805100199;3;302;0;0
530010805100200;3;95;0;0
530010805100201;3;120;0;0
530010805100202;3;31;0;0
530010805100203;3;223;0;0
530010805100204;3;180;0;0
530010805100205;3;75;0;0
530010805100206;5;235;1;0
530010805100207;8;98;0;0
530010805100208;5;75;0;1
530010805100209;5;122;0;0
530010805100210;5;167;1;3
530010805100211;5;103;1;0
530010805100212;8;136;0;0
530010805100213;8;25;0;0
530010805100214;1;202;0;0
530010805100215;1;230;0;0
530010805100216;8;21;0;0
530010805100217;8;89;0;0
530010805100218;8;126;0;0
530010805100219;8;10;0;0
530010805100220;1;238;0;0
530010805100221;1;206;0;0
530010805100222;1;117;0;0
530010805100223;1;178;1;0
530010805100224;1;176;0;0
530010805100225;1;117;0;0
530010805100226;1;135;0;0
530010805100227;1;83;0;0
530010805100228;8;163;0;0
530010805100229;8;161;0;0
530010805100230;8;52;0;0
530010805100231;8;66;0;0
530010805100232;8;94;3;0
530010805100233;5;178;0;0
530010805100234;1;171;0;2
530010805100235;5;21;0;1
530010805100236;1;58;0;0
530010805100237;1;65;0;0
530010805100238;1;66;0;0
530010805100239;1;42;0;0
530010805100240;1;51;0;0
530010805100241;1;63;0;0
530010805100242;1;70;0;0
530010805100243;1;79;0;0
530010805100244;1;49;1;0
530010805100245;1;66;0;0
530010805100246;1;142;0;0
530010805100247;1;98;0;0
530010805100248;1;188;0;0
530010805100249;1;153;0;0
530010805100250;1;90;0;0
530010805100251;1;77;0;0
530010805100252;1;117;0;0
530010805100253;1;118;0;0
530010805100254;1;98;0;1
530010805100255;1;91;0;0
530010805100256;1;104;0;0
530010805100257;1;60;2;0
530010805100258;1;111;0;0
530010805100259;1;155;0;0
530010805100260;1;216;0;0
530010805100261;1;194;0;0
530010805100262;1;111;0;0
530010805100263;1;119;0;0
530010805100264;1;132;0;0
530010805100265;1;63;0;0
530010805100266;1;144;0;0
530010805100267;1;171;0;0
530010805100268;1;74;0;0
530010805100269;1;64;0;0
530010805100270;1;64;0;0
530010805100271;1;93;0;0
530010805100272;1;51;0;0
530010805100273;1;119;1;0
530010805100274;1;124;0;0
530010805100275;1;158;0;0
530010805100276;1;55;1;0
530010805100277;1;26;0;0
530010805100278;1;75;0;0
530010805100279;1;78;0;0
530010805100280;1;85;0;0
530010805100281;1;81;0;0
530010805100282;1;108;0;0
530010805100283;1;83;0;0
530010805100284;1;49;0;0
530010805100285;1;46;0;0
530010805100286;1;110;0;0
530010805100287;1;342;0;0
530010805100288;1;112;0;0
530010805100289;1;101;0;0
530010805100290;1;126;0;0
530010805100291;1;144;0;0
530010805100292;1;158;0;0
530010805100293;1;137;0;0
530010805100294;1;205;1;0
530010805100295;1;213;1;0
530010805100296;1;135;0;0
530010805100297;3;41;2;0
530010805100298;5;145;0;0
530010805100299;5;120;0;0
530010805100300;5;44;0;0
530010805100301;1;216;0;0
530010805100302;1;69;0;0
530010805100303;1;56;0;0
530010805100304;1;65;0;0
530010805100305;1;71;0;0
530010805100306;1;148;0;0
530010805100307;1;257;0;0
530010805100308;7;18;0;0
530010805100309;1;219;0;0
530010805100310;1;60;0;0
530010805100311;3;144;0;0
530010805100312;3;103;0;0
530010805100313;1;33;0;0
530010805100314;1;116;0;0
530010805100315;1;185;1;0
530010805100316;1;66;0;0
530010805100317;3;73;0;0
530010805100319;1;208;0;0
530010805100320;1;234;0;16
530010805100321;2;10;0;0
530010805100325;2;20;0;0
530010805100326;2;132;1;0
530010805100327;2;25;0;0
530010805100328;8;3;"X";"X"
530010805100331;3;70;0;0
530010805100332;1;39;0;0
530010805100333;3;46;0;0
530010805100334;8;2;0;0
530010805100335;8;1;"X";"X"
530010805100336;8;2;0;0
530010805100337;8;3;0;0
530010805100340;5;47;0;0
530010805110001;1;161;0;0
530010805110002;1;91;0;0
530010805110003;1;162;0;0
530010805110004;1;153;0;0
530010805110005;1;101;0;0
530010805110006;1;186;0;0
530010805110007;1;113;0;0
530010805110008;1;121;0;0
530010805110009;1;99;0;0
530010805110010;1;119;0;0
530010805110011;1;99;0;0
530010805110012;1;73;1;0
530010805110013;1;114;0;0
530010805110014;1;172;0;0
530010805110015;1;141;0;0
530010805110016;1;163;0;0
530010805110017;1;119;0;2
530010805110018;1;168;0;0
530010805110019;1;107;0;0
530010805110020;1;103;0;0
530010805110021;1;191;1;0
530010805110022;1;126;0;0
530010805110023;1;151;0;0
530010805110024;1;159;0;0
530010805110025;1;130;0;0
530010805110026;1;150;0;0
530010805110027;1;248;0;1
530010805110028;1;160;0;0
530010805110029;1;167;0;0
530010805110030;1;161;0;0
530010805110031;1;112;0;0
530010805110032;1;118;0;0
530010805110033;1;69;1;0
530010805110034;1;57;0;0
530010805110035;1;84;0;0
530010805110036;1;39;1;0
530010805110037;1;122;0;0
530010805110038;1;111;0;0
530010805110039;1;121;0;0
530010805110040;1;95;0;0
530010805110041;1;30;0;0
530010805110042;1;51;0;0
530010805110043;1;93;0;0
530010805110044;1;95;0;0
530010805110045;1;103;0;0
530010805110046;1;77;0;0
530010805110047;1;103;0;0
530010805110048;1;57;0;0
530010805110049;1;139;0;0
530010805110050;1;78;0;0
530010805110051;1;93;0;2
530010805110052;1;111;0;2
530010805110053;1;125;0;0
530010805110054;1;168;0;0
530010805110055;1;157;0;0
530010805110056;1;198;0;0
530010805110057;1;114;1;0
530010805110058;1;117;0;0
530010805110059;1;107;0;0
530010805110060;1;164;0;0
530010805110061;1;94;1;0
530010805110062;2;186;0;0
530010805110063;1;72;0;0
530010805110064;1;86;0;0
530010805110065;1;100;1;0
530010805110066;1;110;0;1
530010805110067;1;75;0;1
530010805110068;1;131;0;0
530010805110069;1;185;0;0
530010805110070;1;87;0;0
530010805110071;1;96;0;0
530010805110072;1;139;0;0
530010805110073;1;88;0;0
530010805110074;1;108;0;0
530010805110075;1;51;0;0
530010805110076;1;51;0;0
530010805110077;1;116;0;0
530010805110078;1;106;0;1
530010805110079;1;79;0;0
530010805110080;1;91;0;0
530010805110081;1;67;0;0
530010805110082;1;114;0;0
530010805110083;1;143;0;1
530010805110084;1;141;0;0
530010805110085;1;166;0;0
530010805110086;1;105;0;0
530010805110087;1;92;1;1
530010805110088;1;173;0;0
530010805110089;1;184;0;0
530010805110090;1;135;0;0
530010805110091;1;103;0;0
530010805110092;1;186;1;0
530010805110093;1;172;0;1
530010805110094;1;179;1;0
530010805110095;1;189;0;0
530010805110096;1;224;0;3
530010805110097;1;236;0;0
530010805110098;1;205;0;0
530010805110099;1;98;0;0
530010805110100;1;93;0;1
530010805110101;1;106;0;0
530010805110102;1;103;0;0
530010805110103;1;167;0;0
530010805110104;1;83;0;0
530010805110105;1;67;0;0
530010805110106;1;219;0;0
530010805110107;1;208;0;0
530010805110108;1;43;0;0
530010805110109;1;179;0;0
530010805110110;2;21;0;0
530010805110111;1;520;0;0
530010805110112;1;161;0;0
530010805110113;1;133;0;1
530010805110114;1;108;1;0
530010805110115;1;190;0;0
530010805110116;1;127;0;1
530010805110117;1;93;0;0
530010805110118;1;182;0;0
530010805110119;1;103;0;0
530010805110120;1;81;0;0
530010805110121;1;167;0;0
530010805110122;1;125;0;0
530010805110123;1;209;0;0
530010805110124;1;199;1;0
530010805110125;1;134;0;0
530010805110126;1;120;0;0
530010805110127;1;102;0;0
530010805110128;1;198;0;0
530010805110129;1;142;0;1
530010805110130;1;219;0;0
530010805110131;1;148;0;0
530010805110132;1;170;0;0
530010805110133;1;142;0;0
530010805110134;1;73;0;1
530010805110135;1;261;0;0
530010805110136;1;128;0;0
530010805110137;1;127;0;0
530010805110138;1;134;0;0
530010805110139;1;189;0;0
530010805110140;1;103;0;0
530010805110141;1;168;0;0
530010805110142;2;102;0;0
530010805110143;1;135;1;0
530010805110144;1;73;0;0
530010805110145;1;92;0;0
530010805110146;1;116;0;0
530010805110147;1;93;0;0
530010805110148;1;71;0;0
530010805110149;1;79;0;0
530010805110150;1;140;1;0
530010805110151;1;152;0;1
530010805110152;1;145;0;1
530010805110153;1;109;0;0
530010805110154;1;165;0;0
530010805110155;1;93;1;1
530010805110156;1;148;0;0
530010805110157;1;362;0;1
530010805110158;1;214;0;0
530010805110159;1;180;0;0
530010805110160;1;220;0;0
530010805110161;1;92;0;0
530010805110162;1;116;0;0
530010805110163;1;45;0;0
530010805110164;1;66;0;0
530010805110165;1;44;0;1
530010805110166;1;77;0;0
530010805110167;1;169;0;0
530010805110168;1;161;0;0
530010805110169;1;104;0;0
530010805110170;1;128;0;0
530010805110171;1;189;0;0
530010805110172;1;151;0;0
530010805110173;1;217;0;0
530010805110174;1;78;0;0
530010805110175;2;77;0;0
530010805110176;8;22;0;0
530010805110177;6;71;0;0
530010805110178;8;64;0;0
530010805110179;8;68;0;0
530010805110180;8;81;0;0
530010805110181;8;73;0;0
530010805110182;8;97;0;0
530010805110183;8;45;0;0
530010805110184;8;107;0;0
530010805110185;8;62;0;0
530010805110186;8;51;0;0
530010805110187;5;69;0;0
530010805110188;7;139;0;0
530010805110190;8;109;0;0
530010805110191;8;74;0;0
530010805110192;8;86;0;0
530010805110193;8;58;0;0
530010805110194;8;57;1;1
530010805110195;8;78;0;0
530010805110196;8;63;0;1
530010805110197;8;90;0;0
530010805110198;5;81;0;0
530010805110199;8;37;0;0
