Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108
530010805060001;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;2;1;0;1;0;1;0;1;0;0;0
530010805060002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060004;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0
530010805060005;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1;3;0;1;2;2;0;0;0;1;0;0
530010805060006;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0
530010805060007;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
530010805060008;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;2;0;0;1;0;1;0;0;3;2;2;1;1;3;4;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;1;1;4;2;9;7;3;1;0;1;0;1;0
530010805060009;1;88;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;2;1;1;0;3;5;1;2;3;1;1;4;2;4;4;1;3;3;0;1;4;2;1;1;4;0;3;2;3;2;3;3;1;0;1;1;1;0;1;1;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;2;6;10;11;14;10;9;13;4;6;2;0;1
530010805060010;1;76;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;2;1;0;0;0;2;0;1;1;0;0;1;2;4;1;3;0;2;2;1;2;4;1;3;1;3;1;0;3;1;2;2;4;1;0;2;2;0;1;0;1;1;3;1;2;1;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;1;3;5;3;4;10;10;8;12;5;6;6;3
530010805060011;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;2;0;1;2;0;1;0;0;0;2;0;3;0;1;2;1;2;2;1;2;1;2;1;2;0;2;1;0;1;0;1;1;3;3;0;2;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;1;2;1;5;3;6;8;6;4;8;4;2
530010805060012;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;1;3;0;1;1;0;0;0;2;0;0;1;1;3;1;5;3;1;3;2;5;3;4;1;1;4;2;2;5;2;5;2;0;0;2;2;1;2;0;4;1;2;2;2;1;1;0;0;3;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;97;0;0;1;2;6;2;4;13;17;10;14;7;9;4;8
530010805060013;1;121;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2;1;0;3;0;4;2;0;0;0;1;0;3;3;5;3;3;2;4;3;3;4;1;3;4;6;8;5;1;3;1;1;1;5;1;3;1;4;2;1;0;1;2;0;0;0;1;1;1;3;1;0;4;2;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;121;0;0;2;1;6;6;12;15;15;23;9;11;3;6;12
530010805060014;1;127;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;2;0;4;1;0;0;1;0;1;0;4;1;3;2;2;0;3;2;2;1;0;3;4;2;3;1;2;8;2;5;2;4;3;2;4;1;3;3;1;1;1;4;4;0;2;4;2;2;0;3;1;2;1;1;1;3;1;1;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;127;0;0;3;5;6;6;10;8;12;21;13;10;12;8;13
530010805060015;1;119;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;2;3;0;0;2;0;0;1;2;2;2;2;1;0;1;3;3;0;1;3;4;4;2;9;3;0;4;2;4;4;1;3;0;3;4;2;3;2;2;3;0;4;0;3;1;2;4;4;1;0;3;0;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;119;0;2;2;5;5;7;8;22;13;11;13;10;12;4;5
530010805060016;1;62;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;3;3;3;0;2;2;0;1;2;1;0;3;2;1;1;2;3;3;3;2;3;2;1;0;0;1;0;1;0;1;2;1;1;0;1;0;0;0;1;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;1;1;2;10;7;7;12;8;2;5;2;3;2;0
530010805060017;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;1;2;1;2;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;1;2;2;0;1;0;6;5;1;1;0;0
530010805060018;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;1;1;2;2;1;0;1;1;1;3;0
530010805060019;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;0;0;0;2;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;1;1;5;3;4;3;2;4;1;2;0;0
530010805060020;1;86;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;2;4;1;1;1;2;0;2;1;0;3;1;1;2;0;1;2;1;2;4;1;0;2;1;3;2;1;3;2;3;3;4;3;1;2;2;1;2;0;3;0;2;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;86;0;0;2;6;9;6;5;10;8;12;12;6;4;3;3
530010805060021;1;47;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6;0;1;1;0;0;1;0;0;1;0;1;0;0;3;1;0;0;0;0;2;2;0;0;0;1;2;1;4;1;3;2;2;0;3;2;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;1;7;3;2;4;4;3;11;10;1;1;0;0
530010805060022;1;105;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;3;2;2;3;7;2;0;2;2;3;4;2;3;2;3;4;2;2;2;2;1;4;2;2;1;1;2;3;1;3;3;0;5;4;3;0;1;1;1;3;0;3;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;3;5;16;11;14;9;10;12;12;6;6;1;0
530010805060023;1;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;3;3;3;2;0;0;1;2;2;1;2;0;0;1;0;2;1;1;5;3;4;2;0;0;1;2;1;3;1;3;2;0;2;1;2;0;4;0;1;1;0;1;0;2;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;11;6;7;4;15;4;9;9;3;4;4;1
530010805060024;1;65;0;0;0;0;0;0;0;0;0;0;1;0;2;1;3;3;1;3;2;3;1;0;2;4;1;1;1;3;3;0;2;1;0;0;1;1;2;2;1;0;1;0;1;1;0;0;1;0;2;2;0;2;0;2;0;0;0;3;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;7;12;8;8;4;6;3;5;4;3;2;1;1
530010805060025;1;73;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;2;0;0;1;2;2;1;0;0;2;3;1;3;4;2;1;3;2;4;1;1;1;1;5;3;3;2;2;4;2;0;1;2;2;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;1;0;3;3;6;9;12;8;15;9;4;2;1
530010805060026;1;65;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;2;0;2;0;1;0;0;0;1;0;0;2;1;2;1;2;3;1;0;2;2;0;1;2;3;1;1;1;7;1;3;0;3;1;1;1;1;0;1;2;2;0;1;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;1;2;6;2;5;7;7;13;8;4;6;4;0
530010805060027;1;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;0;3;3;1;0;0;2;3;1;3;2;1;5;0;4;3;1;0;3;3;5;1;5;2;5;3;3;3;3;3;6;4;2;3;2;1;3;1;2;2;2;1;1;2;0;0;1;2;0;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;9;7;9;12;10;18;15;17;9;6;4;5
530010805060028;1;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;4;2;4;1;5;2;1;0;1;0;0;2;0;4;4;2;1;0;1;1;2;1;2;6;1;3;3;1;2;0;0;0;1;0;2;1;2;1;1;1;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;2;10;13;3;11;5;14;3;6;4;3;2;1
530010805060029;1;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;1;0;1;2;0;1;1;3;0;0;0;1;2;0;5;5;2;1;5;2;2;3;3;3;2;3;2;3;4;4;3;2;5;5;3;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;4;3;7;3;13;15;13;18;9;2;2;2
530010805060030;1;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;2;0;3;1;0;1;1;3;0;0;1;0;1;0;1;1;4;4;1;0;2;1;0;2;5;4;0;4;2;1;1;4;0;3;1;2;1;1;2;0;2;2;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;3;7;6;2;10;4;15;8;8;6;2;2
530010805060031;1;70;0;0;0;0;1;0;0;0;1;1;1;0;2;1;4;2;3;2;5;1;5;4;0;0;1;1;1;4;0;1;1;3;3;2;3;3;2;0;0;2;1;2;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;1;2;8;13;10;7;12;7;5;1;2;0;1;1;0
530010805060032;1;93;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;0;0;1;2;3;1;5;2;0;2;1;0;0;4;2;2;2;2;0;1;2;5;5;2;2;3;2;3;0;3;5;2;1;3;1;2;2;2;3;0;0;0;0;1;0;4;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;93;0;1;2;3;13;3;12;13;12;11;10;3;5;2;3
530010805060033;1;86;0;0;0;0;0;0;0;0;1;0;0;1;3;1;2;3;2;1;3;1;2;3;5;1;1;4;1;2;1;1;4;1;1;3;0;2;0;1;4;2;5;2;2;0;4;2;3;1;0;1;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;1;7;10;12;9;9;9;13;7;5;1;0;2;1
530010805060034;1;93;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;2;3;1;1;3;1;2;2;2;1;2;1;0;4;1;2;1;1;3;2;1;4;4;1;2;1;4;3;5;2;2;0;2;3;2;2;0;0;4;1;0;1;1;2;1;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;1;9;9;6;9;14;11;11;7;7;4;3;1
530010805060035;1;135;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;1;3;4;2;0;4;0;5;3;3;4;0;2;3;1;2;4;5;4;3;7;4;2;6;0;3;2;3;4;3;1;2;1;4;1;5;3;0;3;2;2;1;1;2;0;3;2;0;1;2;0;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;2;4;10;15;10;18;19;15;9;13;6;8;3;3
530010805060036;1;158;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;2;1;2;0;3;5;3;4;3;6;2;2;3;3;4;5;2;5;3;3;2;6;3;10;5;3;4;6;8;3;4;2;7;4;3;2;0;2;3;3;2;0;1;0;0;2;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;1;1;8;13;17;17;19;25;23;16;10;3;4;1
530010805060037;1;90;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;3;7;2;2;5;2;5;5;1;1;3;0;0;1;2;3;1;1;4;3;2;2;3;2;3;0;3;0;1;0;3;3;2;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;9;19;14;6;12;12;4;9;0;1;2;1;1
530010805060038;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;2;3;2;0;1;1;4;0;0;0;0;1;0;1;2;0;0;1;2;0;0;2;1;2;1;1;0;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;4;8;6;2;5;5;6;6;0;1;1;1
530010805060039;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;2;1;1;2;0;0;0;0;1;2;4;2;0;2;2;2;2;5;4;2;2;0;4;1;5;4;5;4;3;4;3;4;3;6;2;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;1;3;6;3;10;15;12;20;18;3;2;0;4
530010805060040;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;2;0;1;0;1;0;1;2;3;0;2;1;2;0;0;1;1;0;1;2;3;3;2;1;2;4;1;1;2;4;0;1;2;0;3;0;4;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;4;4;7;5;3;11;10;7;7;2;0;2
530010805060041;1;130;0;0;0;2;0;0;0;2;0;2;1;2;3;1;1;1;1;0;1;3;3;0;0;6;3;2;1;2;4;2;1;4;5;2;1;0;3;3;0;2;2;1;1;2;1;2;3;1;3;3;3;4;5;2;1;3;1;0;1;1;0;4;0;2;5;0;3;0;0;0;2;0;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;129;2;4;8;6;12;11;13;8;7;12;15;6;11;3;11
530010805060042;1;134;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;3;3;0;0;2;1;5;2;4;2;0;3;1;3;1;6;4;4;2;4;6;2;6;1;4;1;5;7;5;2;5;2;2;4;2;2;2;1;2;1;0;1;3;3;2;1;1;1;1;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;1;2;7;10;10;18;20;18;16;11;7;8;5
530010805060043;1;166;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;3;3;2;2;2;1;5;3;0;4;4;3;5;4;4;0;0;3;6;6;3;3;5;3;2;0;4;3;5;4;1;1;1;1;2;2;6;1;3;2;1;2;1;2;5;6;2;2;0;0;2;2;3;2;3;1;3;2;2;2;0;0;2;1;0;1;0;1;0;1;0;0;0;0;0;166;0;0;4;11;11;20;13;20;14;8;14;8;15;9;19
530010805060044;1;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;2;2;0;3;1;1;1;0;2;2;1;2;3;2;6;1;0;2;3;1;3;4;5;4;4;1;5;1;0;4;2;1;0;1;2;0;2;1;0;0;1;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;1;0;5;7;6;14;9;18;12;4;4;3;2
530010805060045;1;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;2;1;1;0;0;1;0;1;1;3;6;3;2;2;3;2;1;4;5;2;8;5;3;2;3;2;3;5;0;5;3;2;3;1;1;1;0;1;0;1;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;98;0;0;0;1;2;4;3;16;15;20;13;14;3;4;3
530010805060046;1;73;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;2;3;1;0;4;5;3;4;0;2;0;0;2;3;2;1;1;2;2;3;0;0;1;1;0;2;4;3;0;0;2;0;2;1;0;3;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;4;9;16;4;9;6;10;4;5;4;0;1;1
530010805060047;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;0;3;1;1;1;3;2;4;1;0;0;1;1;2;4;1;2;0;2;4;1;4;4;2;3;3;1;4;4;1;3;2;2;2;1;5;2;1;3;1;1;2;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;2;3;6;11;4;9;15;15;10;12;5;2;3
530010805060048;1;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;3;2;0;2;1;0;3;1;0;1;0;2;4;2;1;1;2;2;3;4;2;0;1;3;0;1;2;1;0;1;1;1;0;2;4;1;4;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;73;0;0;0;3;3;5;6;4;10;11;7;4;11;3;6
530010805060049;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;1;0;0;1;1;1;3;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;1;6;3;4;2;1;1;0;0;1;0;0
530010805060050;1;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;1;2;1;1;2;0;0;0;0;1;0;1
530010805060051;1;78;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3;3;6;0;4;2;0;2;3;3;3;4;2;1;1;0;0;1;0;0;2;1;5;0;3;2;3;1;2;2;3;0;3;2;0;0;2;0;0;0;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;3;12;11;13;2;8;11;10;2;4;2;0;0
530010805060052;1;89;0;0;0;0;0;1;0;0;0;1;0;0;2;2;1;0;2;3;3;2;1;2;2;1;2;1;4;3;0;3;1;0;1;0;5;0;1;0;2;1;1;3;1;1;3;3;2;2;4;3;2;0;1;0;2;2;2;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;89;0;2;5;10;8;11;7;4;9;14;5;6;1;3;4
530010805060053;1;70;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;1;0;1;1;2;0;1;1;0;2;0;0;1;0;3;3;1;1;1;4;0;3;3;1;1;4;0;0;0;3;1;2;2;1;3;1;1;2;1;0;1;0;1;0;0;0;0;0;0;1;0;1;2;1;1;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;69;0;0;2;3;5;4;4;10;8;7;9;5;2;0;10
530010805060054;1;103;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;2;2;6;2;3;2;1;3;0;2;1;3;1;1;2;2;0;1;2;3;5;4;2;4;1;3;3;4;5;2;0;2;3;1;0;2;2;3;1;2;1;0;1;0;0;2;1;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;3;6;14;9;6;15;13;13;8;7;4;4;1
530010805060055;1;95;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;1;1;3;3;2;1;3;4;1;1;0;0;1;2;3;4;0;0;4;3;2;3;2;5;3;4;0;2;3;2;2;2;2;2;0;2;4;1;1;0;1;0;0;1;0;0;2;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;95;0;1;1;6;12;6;10;12;14;11;10;3;3;2;4
530010805060056;1;99;0;0;1;0;0;0;0;0;0;1;1;2;0;0;1;1;1;0;2;2;0;2;2;0;3;2;1;2;0;1;0;1;4;3;5;6;7;3;4;3;2;2;3;1;0;3;0;1;2;1;2;2;2;2;2;1;2;2;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;1;1;4;6;7;6;13;23;8;7;10;6;3;2;2
530010805060057;1;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;0;1;1;2;1;2;0;3;2;2;4;2;1;5;3;3;2;5;3;5;1;7;3;2;6;2;2;3;0;1;5;0;1;3;1;1;1;2;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;99;0;0;1;1;3;7;11;14;16;20;11;6;3;2;4
530010805060058;1;84;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;3;1;1;3;1;3;3;0;1;2;2;2;1;3;1;3;2;4;7;1;1;2;0;3;0;1;0;1;3;2;1;1;1;2;2;0;2;0;0;2;0;0;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;3;8;10;8;13;11;5;8;6;3;3;2;3
530010805060059;1;124;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;0;0;1;3;1;3;4;4;3;2;1;2;0;4;3;3;1;3;4;6;2;1;1;7;3;4;1;4;4;4;5;7;2;2;2;1;3;1;3;3;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;124;0;0;4;3;15;8;14;14;19;22;9;6;2;3;5
530010805060060;1;82;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;1;1;0;0;2;2;1;1;1;0;1;4;4;1;1;2;3;3;3;1;1;2;4;2;2;4;1;2;1;3;0;3;0;1;4;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;3;7;5;7;11;10;13;9;7;2;3;2;3
530010805060061;1;107;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;3;3;4;6;3;1;2;0;2;7;2;3;1;1;2;3;1;0;6;1;4;5;0;5;1;3;5;0;4;3;3;1;0;2;0;1;2;2;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;107;0;0;1;6;17;13;10;12;14;15;4;5;2;2;6
