Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108
530010805060212;1;59;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;1;1;1;0;0;1;0;1;2;1;2;1;2;2;1;0;1;3;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;0;2;1;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;59;0;0;1;2;1;1;3;3;2;8;7;7;6;6;12
530010805060213;1;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;3;0;2;3;1;0;2;3;0;4;3;3;5;2;2;1;3;3;3;1;2;4;2;3;2;2;4;1;2;0;1;1;0;1;1;1;2;3;2;2;3;2;1;4;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;0;0;1;1;1;6;6;12;13;12;13;8;4;12;11
530010805060214;1;131;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;2;2;3;2;1;2;0;5;2;3;4;1;3;2;4;8;1;2;3;2;2;3;5;6;3;0;2;3;3;2;4;3;3;1;2;1;2;2;3;1;1;3;4;1;0;0;1;0;5;0;1;1;0;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;131;0;0;1;3;7;10;13;17;15;14;15;8;12;2;14
530010805060215;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;2;5;1;1;3;4;1;3;3;1;0;0;1;1;1;1;2;0;1;0;2;0;0;1;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;50;0;0;0;3;0;2;1;2;10;14;3;5;3;3;4
530010805060216;1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;3;1;1;0;0;3;0;0;3;1;0;1;2;0;4;2;2;1;1;0;2;3;2;3;3;1;1;0;0;1;0;0;0;0;1;0;0;0;2;3;0;1;1;0;0;1;0;1;2;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;2;5;4;5;10;7;10;1;1;6;2;8
530010805060217;1;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;7;3;2;5;3;3;2;4;0;2;4;2;3;1;0;3;1;2;2;0;1;2;0;0;1;2;2;1;1;1;2;1;3;0;0;2;0;0;0;3;5;0;2;2;2;4;0;1;1;0;1;0;0;1;0;2;0;1;1;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;105;0;0;1;17;17;11;7;5;6;8;2;10;9;2;10
530010805060218;1;69;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;1;3;1;4;4;1;2;1;2;1;1;0;1;2;0;1;1;3;2;1;0;0;3;2;0;0;0;3;0;0;2;5;0;0;3;2;0;1;0;1;1;0;1;2;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;69;0;2;0;3;13;7;4;8;5;3;10;4;4;2;4
530010805060219;1;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;2;0;2;2;3;0;3;0;2;0;1;3;3;2;4;1;0;5;2;2;1;4;2;1;3;2;0;2;0;1;1;1;1;3;0;0;0;2;3;4;1;1;1;2;2;1;1;0;1;2;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;88;0;0;0;2;2;9;5;13;10;11;5;6;9;7;9
530010805060220;1;113;0;0;0;0;0;0;0;1;0;0;0;1;1;2;3;2;0;1;2;3;2;2;3;2;4;2;3;1;5;2;1;4;1;1;3;2;2;5;1;2;0;1;3;1;4;1;2;2;3;0;2;2;1;3;4;2;0;0;1;1;0;1;0;0;0;2;2;1;2;1;1;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;113;0;1;7;8;13;13;10;12;9;8;12;4;1;8;7
530010805060221;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;1;2;2;2;0;1;2;3;1;0;1;0;2;0;1;1;1;1;2;4;3;1;0;1;2;3;0;1;0;0;0;1;1;1;2;0;1;2;2;3;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;5;1;7;7;3;6;9;6;3;7;6
530010805060222;1;103;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;1;2;0;1;1;2;2;4;2;4;2;0;0;1;1;1;0;1;4;2;3;2;6;3;3;2;4;3;1;1;0;2;1;2;7;2;2;3;1;2;0;0;1;1;1;3;0;2;0;0;1;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;103;0;0;1;7;6;12;3;12;18;7;14;6;6;5;6
530010805060223;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;2;1;1;0;1;5;1;1;1;0;1;1;1;1;1;1;2;1;0;2;1;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;3;2;3;8;4;5;6;4;2;0;3
530010805060224;1;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;2;0;1;0;0;0;1;1;2;2;3;0;1;2;2;0;1;2;3;1;2;1;2;0;2;1;0;1;2;0;1;0;1;0;0;3;0;1;2;1;1;1;3;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;2;2;4;4;8;8;6;6;2;6;7;4
530010805060225;1;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;0;1;0;1;2;1;1;0;1;3;1;0;4;2;2;3;0;2;0;1;0;1;3;0;0;3;2;3;4;1;1;4;2;0;1;0;0;0;0;0;2;3;1;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;70;0;0;0;0;8;4;6;9;6;4;13;8;0;8;4
530010805060226;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;1;1;2;1;2;1;0;0;1;3;2;0;3;0;0;1;1;2;2;0;3;0;0;0;1;2;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;4;2;7;6;4;8;3;1;3;3
530010805060227;1;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;2;0;2;1;0;1;2;3;1;0;2;2;5;0;2;3;4;1;1;3;0;4;3;0;3;1;0;2;0;0;2;2;1;2;2;1;1;1;3;1;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;75;0;0;0;1;3;3;4;8;12;9;11;4;8;6;6
530010805060228;1;200;0;0;0;0;0;0;0;0;1;2;1;2;2;1;3;2;3;3;9;5;7;15;5;3;5;5;6;6;2;2;0;2;4;6;6;5;3;3;0;5;8;1;7;2;0;0;3;2;1;4;3;3;4;2;2;2;3;0;0;3;5;1;1;3;2;0;3;1;0;0;0;1;2;0;0;0;2;1;1;0;0;1;0;1;1;0;0;0;0;0;0;200;0;3;9;22;35;21;18;16;18;10;14;8;12;4;10
530010805060229;1;83;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;1;0;3;0;0;0;1;0;5;2;1;4;4;2;2;0;2;1;1;3;2;1;0;2;0;1;4;0;1;2;3;2;2;1;0;1;3;2;2;2;2;2;2;0;1;2;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;83;0;1;0;1;3;2;4;12;10;8;7;8;7;10;10
530010805060230;1;90;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;2;1;1;1;0;1;2;1;4;1;3;1;0;1;2;3;1;2;1;2;0;3;4;2;3;2;2;2;2;4;0;2;0;1;2;4;2;6;1;2;0;2;0;0;0;1;2;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;90;0;1;0;2;2;5;9;7;9;12;12;5;15;2;9
530010805060231;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;2;1;0;2;0;2;2;1;0;0;2;1;2;3;1;3;0;2;3;4;5;2;1;4;0;0;3;1;3;0;1;0;2;1;2;0;0;2;1;5;2;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;80;0;0;0;0;6;4;7;5;9;15;8;6;5;9;6
530010805060232;1;246;0;0;0;0;0;0;0;0;1;0;1;4;2;3;6;10;5;11;6;11;10;14;9;10;4;6;3;5;3;5;5;2;3;4;2;4;5;3;1;3;2;2;5;2;6;3;3;3;5;2;3;2;4;0;2;2;0;1;0;3;1;1;1;4;2;1;2;2;6;1;0;2;1;1;1;2;1;1;2;0;2;0;0;0;0;1;0;0;0;0;0;245;0;1;16;43;47;22;16;16;17;16;11;6;8;12;14
530010805060233;1;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;3;3;1;1;2;1;2;0;2;1;2;0;5;2;1;5;0;3;3;2;3;2;1;1;0;3;1;1;3;1;2;5;2;1;1;2;0;1;0;0;0;4;1;2;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;10;6;10;13;7;9;11;3;7;5
530010805060234;1;112;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;3;0;1;0;2;0;0;0;1;0;0;2;2;1;0;1;1;1;1;2;2;3;3;0;2;1;3;5;4;4;1;3;1;3;4;4;1;4;4;2;2;1;0;4;4;0;3;1;0;1;2;3;1;0;3;4;0;1;1;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;112;0;1;1;5;2;5;4;11;11;13;16;9;12;7;15
530010805060235;1;101;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;1;1;0;1;0;1;1;1;0;0;0;1;2;1;1;2;1;0;2;2;1;3;3;2;1;1;5;1;4;2;3;4;0;3;1;3;1;2;1;2;1;1;2;4;2;3;0;1;2;0;2;2;1;3;2;2;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;101;0;0;3;3;4;3;5;11;10;13;10;7;10;7;15
530010805060236;1;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;1;0;0;2;1;0;0;2;0;3;2;3;2;3;0;2;0;2;6;2;0;1;1;4;1;2;1;1;3;2;1;0;1;0;2;1;1;0;2;1;2;1;0;0;2;4;2;1;1;0;1;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;79;0;0;1;3;1;5;10;7;10;9;7;4;6;9;7
530010805060237;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;2;3;0;0;0;0;1;0;0;0;2;0;1;1;0;2;1;0;4;1;2;0;1;2;5;0;5;1;1;2;3;1;2;1;2;2;2;1;5;3;2;2;2;2;2;1;1;3;1;0;0;2;2;0;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;89;0;0;1;2;7;1;4;7;6;12;9;11;11;8;10
530010805060238;1;65;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;0;1;0;2;3;0;1;3;1;1;5;1;4;0;4;0;2;1;2;0;1;2;1;4;1;1;0;4;0;0;0;2;0;2;1;0;1;1;0;0;0;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;6;6;6;14;5;9;5;5;2;3;3;0;1
530010805060239;1;50;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;2;0;1;2;0;3;3;1;3;4;1;2;0;0;2;1;0;1;0;0;1;2;2;1;1;0;0;1;1;1;0;1;2;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;2;0;5;9;11;3;4;4;4;7;1;0;0;0
530010805060240;1;167;0;0;0;0;0;0;0;2;3;4;4;5;5;4;8;8;5;4;2;8;7;3;4;1;0;5;2;3;3;1;1;1;2;8;1;3;4;4;0;0;5;0;1;4;4;2;0;1;2;3;3;3;4;2;1;1;2;2;0;0;2;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;164;0;9;26;27;15;14;13;11;14;8;12;5;5;2;3
530010805060241;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060242;1;141;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;1;0;5;3;4;3;6;1;0;2;1;2;3;3;6;3;5;5;8;4;5;2;4;2;4;4;8;3;2;5;2;1;0;2;3;0;0;2;1;0;2;2;0;1;0;2;1;1;0;1;1;2;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;4;12;14;11;27;17;21;10;6;5;4;5;5
530010805060243;1;59;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;2;1;1;1;4;2;1;0;0;3;2;2;0;2;2;2;0;2;2;2;1;1;1;1;3;1;1;1;0;1;0;2;0;0;0;2;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;3;7;7;9;8;6;6;3;3;4;0;1;2
530010805060244;1;122;0;0;0;0;0;0;0;0;2;3;2;4;2;8;5;5;6;1;3;1;5;1;2;3;3;6;3;2;3;2;1;3;3;4;1;0;1;1;3;1;5;2;1;3;2;3;0;3;1;2;1;1;1;1;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;5;21;16;14;16;12;6;13;9;4;2;2;1;1
530010805060245;1;56;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;1;1;1;0;0;4;2;1;1;1;0;1;0;0;1;3;3;0;1;0;1;0;2;1;1;3;4;1;3;2;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;2;3;3;9;2;7;5;13;5;1;2;1;3;0
530010805060246;1;107;0;0;0;0;0;0;0;0;0;0;7;0;0;2;1;0;5;1;1;2;1;2;1;4;3;5;2;4;2;2;1;2;3;2;6;3;1;1;0;4;1;3;4;2;3;5;0;1;2;2;1;1;0;1;0;0;0;2;2;2;0;2;0;0;0;1;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;10;9;11;15;14;9;13;10;3;6;2;3;2
530010805060247;1;76;0;0;0;0;0;0;0;0;1;0;1;2;0;0;2;1;0;0;3;1;2;0;1;1;0;1;3;1;1;1;2;0;2;2;0;0;1;0;0;2;1;1;3;1;0;5;2;1;0;0;0;6;3;1;3;0;1;1;0;1;3;2;0;0;1;0;1;0;1;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;1;5;5;4;7;6;3;6;8;13;3;6;6;3
530010805060248;1;82;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;3;3;1;0;0;3;1;3;4;0;0;1;1;3;2;3;3;5;2;0;2;0;4;2;2;1;2;0;3;4;1;2;0;2;0;0;4;2;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;1;6;7;11;7;13;10;10;5;7;0;2;2;1
530010805060249;1;98;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;1;2;3;1;0;3;0;4;2;1;3;4;0;3;4;1;3;5;2;1;2;6;2;3;5;2;0;4;1;2;2;2;1;1;0;1;1;2;3;1;2;1;1;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;1;1;4;9;10;12;13;18;9;4;9;5;0;1
530010805060250;1;65;0;0;0;0;0;0;0;0;0;0;1;1;3;4;2;4;3;1;2;2;1;2;1;1;3;1;3;2;0;1;1;1;0;1;1;0;0;1;1;2;1;1;2;1;0;1;2;0;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;11;12;8;7;4;4;5;5;1;2;2;2;2
530010805060251;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;1;2;1;0;0;0;0;2;0;1;0;1;1;0;1;1;0;0;1;0;0;3;0;3;1;2;2;1;0;1;1;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;2;1;0;3;6;2;3;2;4;9;3;4
530010805060252;1;128;0;0;0;0;0;0;0;0;0;1;0;1;1;3;5;1;4;1;6;7;4;3;3;3;0;2;1;3;1;3;6;5;3;2;4;5;1;2;0;1;4;1;2;4;0;1;6;1;3;3;1;0;3;1;1;1;1;1;0;2;3;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;1;10;19;13;10;20;9;11;14;6;5;5;4;1
530010805060253;1;133;0;0;0;0;0;0;0;0;0;1;1;3;1;2;2;2;1;2;6;4;6;3;2;4;1;2;6;1;3;5;1;6;4;6;3;3;5;4;0;4;2;1;5;3;3;2;2;2;0;2;2;0;1;3;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;133;0;1;9;15;16;17;20;16;14;8;8;4;0;2;3
530010805060254;1;128;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;2;3;3;3;2;2;1;1;3;4;5;0;1;4;5;1;5;3;3;4;2;6;3;0;3;2;3;2;4;3;4;2;1;1;2;3;2;3;1;1;1;1;0;1;0;3;0;3;1;4;0;1;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;128;0;1;3;12;9;14;17;15;14;11;11;4;7;7;3
530010805060255;1;37;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;2;2;0;2;2;1;1;3;0;1;0;1;0;2;1;0;0;0;1;0;1;0;0;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;1;1;3;1;3;4;7;5;4;2;3;3;0
530010805060256;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
530010805060257;1;81;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;1;3;1;4;5;3;0;3;1;3;0;3;2;4;1;5;2;3;0;2;2;3;3;3;0;0;0;2;2;3;1;5;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;1;1;2;14;10;10;12;11;7;7;2;0;0;3;1
530010805060258;1;88;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;4;3;1;1;2;3;2;5;5;4;4;2;1;2;0;2;1;3;0;1;0;2;2;1;3;1;2;1;3;3;2;3;2;3;4;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;88;0;1;1;10;17;13;6;6;10;13;7;2;0;0;2
530010805060259;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530010805060260;1;63;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;2;0;1;0;1;3;1;1;2;0;2;2;2;2;1;0;2;3;2;2;4;1;1;2;2;1;1;1;0;0;0;0;1;0;1;2;1;1;1;0;2;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;1;3;3;5;6;7;13;7;2;4;5;6;0;1
530010805060261;1;101;0;0;0;0;0;1;0;1;0;0;0;1;1;2;3;5;1;1;1;4;3;2;3;4;3;3;3;1;0;3;1;4;0;1;1;0;3;4;4;1;1;1;3;1;0;3;1;3;2;0;4;1;1;1;3;0;1;0;1;3;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;2;7;12;15;10;7;12;6;9;10;5;0;3;3
530010805060262;1;79;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;2;5;6;7;5;6;5;2;4;2;2;3;3;2;1;2;0;0;0;1;0;1;1;2;0;0;0;2;1;1;0;0;1;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;6;25;19;11;3;4;4;1;1;3;1;1;0
530010805060263;1;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;3;2;0;2;1;1;4;2;0;3;2;1;4;6;5;4;6;4;1;1;5;2;1;0;3;2;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;1;2;1;7;8;16;20;9;7;3;0;0;0
530010805060264;1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;2;0;3;2;1;1;1;1;2;3;1;0;1;1;1;1;0;0;1;1;0;0;0;1;2;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;1;2;2;6;6;7;3;2;4;4;4;1
530010805060265;1;102;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;0;0;2;4;2;3;1;6;4;5;2;2;1;4;2;5;1;1;2;6;1;0;2;0;1;2;2;3;0;2;3;2;4;4;2;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;98;0;0;4;6;16;12;12;11;8;11;6;4;2;2;4
530010805060266;1;176;1;0;0;0;0;0;0;1;1;1;2;1;1;2;2;4;5;6;6;5;3;5;4;5;4;5;4;5;6;7;7;4;3;2;3;5;3;6;1;3;3;9;3;3;4;1;1;3;3;1;3;1;0;2;0;2;2;2;2;1;1;1;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;1;3;8;26;20;26;19;17;19;8;5;7;3;4;0
530010805060267;1;128;0;0;0;0;0;1;0;1;0;0;0;1;3;1;3;1;4;3;2;5;2;2;4;3;3;3;3;2;3;2;2;3;3;2;3;2;3;2;1;2;3;1;6;2;4;2;3;0;2;5;1;3;4;0;5;1;1;1;0;1;1;2;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;2;8;15;13;13;13;10;14;11;12;4;4;3;0
530010805060268;1;261;0;0;0;0;0;0;0;0;0;2;2;5;6;0;6;4;6;8;10;6;12;5;4;7;7;5;6;8;7;9;4;7;2;8;8;9;6;3;6;1;3;8;4;5;2;3;5;4;4;7;3;2;3;0;2;1;3;1;3;0;5;1;1;1;2;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;250;0;2;19;33;35;35;28;24;21;22;9;6;9;3;4
530010805060269;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;3;0;0;0;2;0;1;0;1;1;1;1;1;1;2;2;0;0;0;0;0;1;0;0;2;1;2;1;1;0;0;1;0;1;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;1;2;2;3;3;4;6;1;5;3;1;3;2
530010805060271;1;127;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2;4;6;1;5;5;6;6;3;5;5;7;4;2;8;2;2;1;4;4;2;0;2;1;5;1;3;1;2;2;0;3;0;2;1;0;0;1;0;1;2;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;7;18;25;26;13;10;8;6;2;4;3;1;1
530010805060272;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
